producer,processor prod,processor model,cores,core base speed (GHz),core boost speed (GHz),ram type,ram cap (GB),ssd (GB),hdd (GB),gpu prod,gpu size (MB),gpu base speed (GHz),gpu boost speed (GHz),screen type,screen size (inch),screen horizontal resolution,screen vertical resolution,sRGB (%),weight (kg),os,battery capacity (WHr),price(USD)
asus,intel,i7,2,2.7,3.5,ddr4,8,1000,128,intel,1700,300,1050,led ips,15.6,1920,1080,70,1.7,windows home 10.00,42,1499.5
asus,intel,i7,6,2.6,5,ddr4,16,0,512,nvidia,8192,1140,1380,led ips,17.3,1920,1080,100,2.85,windows home 10.00,66,1499.5
asus,intel,i7,6,2.6,5,ddr4,16,0,512,nvidia,6144,960,1200,led ips,17.3,1920,1080,100,2.85,windows home 10.00,66,1499.5
asus,intel,i7,6,2.6,5,ddr4,16,0,512,nvidia,8192,1215,1440,led ips,17.3,1920,1080,100,2.85,windows pro 10.00,66,1500
asus,intel,i7,4,1.8,4.9,ddr4,16,0,1024,nvidia,4096,1354,1493,led ips,15.6,3840,2160,0,1.9,windows home 10.00,71,1500
asus,intel,i7,6,2.6,5,ddr4,16,0,1024,nvidia,4096,1530,1725,led ips,15.6,3840,2160,100,2,windows pro 10.00,96,1530
asus,intel,i7,6,2.6,4.5,ddr4,32,0,512,nvidia,6144,960,1200,led ips,15.6,1920,1080,90,1.9,windows home 10.00,76,1540
asus,intel,i7,4,2.8,4.7,ddr4,16,0,512,intel,8192,400,1300,oled,13.3,3840,2160,100,1.2,windows pro 10.00,67,1549
asus,intel,i7,4,2.8,4.7,ddr4,16,0,1024,intel,8192,400,1300,oled,13.3,3840,2160,100,1.2,windows pro 10.00,67,1550.5
asus,amd,ryzen7,8,2.9,4.2,ddr4,16,1000,128,nvidia,6144,960,1200,led ips,15.6,1920,1080,60,2.3,windows pro 10.00,90,1569.5
asus,intel,i7,6,2.2,4.1,ddr4,16,0,512,nvidia,4096,1493,1620,led ips,15.6,3840,2160,100,1.8,windows pro 10.00,71,1574.5
asus,amd,ryzen7,8,2.9,4.2,ddr4,40,0,2048,nvidia,4096,1395,1560,led ips,14,1920,1080,100,1.6,windows home 10.00,76,1584.5
asus,intel,i7,4,1.8,4.6,ddr3,16,0,512,intel,1700,300,1150,led ips,13.3,1920,1080,100,1.19,windows home 10.00,50,1589.5
asus,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,8192,1215,1440,led ips,15.6,1920,1080,100,2.57,windows pro 10.00,66,1599.5
asus,intel,i7,6,2.6,5,ddr4,32,0,2048,nvidia,4096,1530,1725,led ips,15.6,1920,1080,90,2.3,windows home 10.00,66,1615
asus,intel,i7,4,2.8,4.7,ddr4,16,0,512,nvidia,4096,1020,1245,led ips,15.6,1920,1080,90,1.9,windows home 10.00,96,1619
asus,intel,i7,4,1.8,4.9,ddr4,16,0,512,intel,1700,300,1150,led ips,14,1920,1080,100,1,windows pro 10.00,33,1630
asus,intel,i7,6,2.2,4.1,ddr4,16,0,512,nvidia,3072,1405,1708,led ips,17.3,1920,1080,90,2.75,windows home 10.00,64,1645
asus,intel,i7,4,2.8,4.7,ddr4,16,0,1024,intel,8192,400,1300,led ips,13.9,3300,2200,100,1.35,windows pro 10.00,67,1699.5
asus,intel,i7,4,1.3,3.9,ddr4,16,0,1024,intel,8192,300,1100,led ips,13.9,3300,2200,100,1.35,windows pro 10.00,67,1699.5
asus,intel,i7,4,2.8,4.7,ddr4,16,0,1024,intel,8192,400,1300,led ips,14,1920,1080,90,0.86,windows pro 10.00,66,1700
asus,intel,i7,4,1.8,4.6,ddr3,16,0,512,intel,1700,300,1150,led ips,13.3,3840,2160,100,1,windows pro 10.00,50,1790.5
asus,amd,ryzen7,4,2.3,4,ddr4,8,0,512,nvidia,4096,1395,1560,led ips,17.3,1920,1080,90,2.75,windows home 10.00,64,1799.5
asus,amd,ryzen7,8,2.9,4.2,ddr4,12,0,2048,nvidia,4096,1395,1560,led ips,14,1920,1080,100,1.6,windows home 10.00,76,1799.5
asus,intel,i7,8,2.3,5.1,ddr4,16,0,1024,nvidia,8192,1140,1380,led ips,15.6,1920,1080,100,2.57,windows home 10.00,66,1800
asus,intel,i7,4,1.8,4.9,ddr3,16,0,512,intel,1700,300,1150,led ips,13.3,1920,1080,100,1.27,windows home 10.00,50,1800
asus,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,6144,960,1200,led ips,15.6,1920,1080,100,2.4,windows home 10.00,66,1879.5
asus,intel,i5,4,1.6,3.9,ddr3,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,90,1.4,windows home 10.00,57,1936
asus,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,8192,1080,1285,led ips,15.6,1920,1080,100,1.9,windows home 10.00,76,1976.5
asus,intel,i7,4,1.8,4,ddr3,16,0,512,intel,1700,300,1150,led ips,14,1920,1080,80,1.1,windows pro 10.00,46,1999.5
asus,intel,i7,4,1.8,4,ddr4,8,1000,256,nvidia,2048,1227,1468,led ips,15.6,1920,1080,70,1.7,windows home 10.00,42,1999.5
asus,intel,i7,6,2.2,4.1,ddr4,16,0,512,nvidia,8192,1443,1645,led ips,15.6,1920,1080,90,2.45,windows home 10.00,66,1999.5
asus,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,8192,1215,1440,led ips,15.6,1920,1080,100,2,windows pro 10.00,76,1999.5
asus,intel,i7,4,1.8,4.6,ddr4,16,0,512,nvidia,2048,1227,1468,led ips,14,1920,1080,90,1.19,windows home 10.00,50,1999.5
asus,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,6144,600,1215,led ips,17,1920,1200,100,2.39,windows pro 10.00,57,1999.5
asus,intel,i7,6,2.6,4.5,ddr4,32,0,1024,nvidia,6144,960,1200,led ips,15.6,3840,2160,100,1.98,windows pro 10.00,76,1999.5
asus,intel,i7,6,2.6,4.5,ddr4,32,0,1024,nvidia,6144,960,1200,led ips,17,1920,1200,100,2.39,windows pro 10.00,57,1999.5
asus,intel,i7,6,2.2,4.1,ddr4,16,0,256,nvidia,3072,1405,1708,led ips,17.3,1920,1080,90,2.75,windows home 10.00,64,1999.5
asus,intel,i7,6,2.6,5,ddr4,16,0,1024,nvidia,6144,960,1200,led ips,17.3,1920,1080,100,2.6,windows home 10.00,76,2000
asus,intel,i7,4,1.8,4.9,ddr4,16,0,2048,nvidia,2048,1519,1582,led ips,14,1920,1080,90,1.5,windows pro 10.00,70,2009
asus,intel,i7,4,2.8,4.7,ddr4,16,0,1024,nvidia,4096,1035,1200,led ips,15.6,3840,2160,0,1.9,windows home 10.00,96,2039
asus,amd,ryzen7,8,2.9,4.2,ddr4,24,0,4096,nvidia,6144,1140,1335,led ips,14,1920,1080,100,1.7,windows home 10.00,76,2074.5
asus,intel,i7,8,2.3,5.1,ddr4,16,0,1024,nvidia,8192,1140,1380,led ips,15.6,1920,1080,100,2,windows home 10.00,76,2100
asus,intel,i7,6,2.6,4.5,ddr4,64,2000,2048,nvidia,8192,1215,1440,led ips,15.6,1920,1080,100,2.57,windows home 10.00,66,2100
asus,intel,i7,6,2.6,5,ddr4,24,0,4096,nvidia,4096,1530,1725,led ips,15.6,1920,1080,90,2,windows home 10.00,42,2107
asus,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,6144,960,1200,oled,15.6,3840,2160,100,2.5,windows pro 10.00,71,2187.5
asus,intel,i7,6,2.6,5,ddr4,16,0,1024,nvidia,8192,1140,1380,led ips,17.3,1920,1080,100,2.6,windows home 10.00,76,2200
asus,intel,i7,6,2.6,4.5,ddr4,32,0,2048,nvidia,6144,960,1200,led ips,15.6,3840,2160,100,1.98,windows pro 10.00,76,2279.5
asus,intel,i7,6,2.6,5,ddr4,16,0,1024,nvidia,6144,960,1200,oled,15.6,3840,2160,100,2.5,windows pro 10.00,71,2300
asus,intel,i7,8,2.3,5.1,ddr4,32,0,1024,nvidia,8192,735,1080,led ips,15.6,1920,1080,100,2,windows home 10.00,76,2407
asus,intel,i7,6,2.6,5,ddr4,24,0,2048,nvidia,8192,1140,1380,led ips,17.3,1920,1080,100,2.6,windows home 10.00,76,2659.5
asus,intel,i7,6,2.6,4.5,ddr4,32,0,4096,nvidia,6144,960,1200,led ips,15.6,3840,2160,100,1.98,windows pro 10.00,76,2679.5
asus,intel,i7,4,2.8,3.8,ddr4,16,0,1024,nvidia,4096,1493,1620,led ips,15.6,1920,1080,100,1.8,windows pro 10.00,73,2900
asus,intel,i7,6,2.6,4.5,ddr4,32,0,4096,nvidia,6144,1455,1590,led ips,15.6,1920,1080,90,1.9,windows pro 10.00,76,2929
asus,intel,i7,6,2.2,4.1,ddr4,16,0,128,nvidia,4096,1493,1620,led tn wva,15.6,1920,1080,90,2.58,windows home 10.00,64,2967.5
asus,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,8192,1080,1285,led ips,15.6,1920,1080,90,2.1,windows home 10.00,60,2998.5
asus,intel,i7,8,2.3,5.1,ddr4,32,0,1024,nvidia,8192,735,1080,led ips,17.3,1920,1080,100,2.6,windows home 10.00,76,2999.5
asus,intel,i7,4,2.8,3.8,ddr4,16,0,512,nvidia,4096,1493,1620,led ips,15.6,1920,1080,100,1.8,windows pro 10.00,73,2999.5
asus,intel,i7,8,2.3,5.1,ddr4,32,0,2048,nvidia,8192,930,1155,led ips,15.6,1920,1080,100,2.4,windows home 10.00,90,3000
asus,intel,i7,6,2.6,5,ddr4,32,0,6144,nvidia,8192,1215,1440,led ips,17.3,1920,1080,100,2.85,windows pro 10.00,66,3019
asus,intel,i7,6,2.6,4.5,ddr4,48,0,4096,nvidia,6144,1455,1590,led ips,15.6,1920,1080,90,1.9,windows pro 10.00,76,3029
asus,amd,ryzen7,8,2.9,4.2,ddr4,40,0,8192,nvidia,6144,1140,1335,led ips,14,1920,1080,100,1.7,windows home 10.00,76,3319
asus,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,8192,1215,1440,led ips,17.3,1920,1080,90,2.7,windows home 10.00,76,3399.5
asus,intel,i7,6,2.6,4.5,ddr4,32,2000,2048,nvidia,8192,1215,1440,led ips,17.3,1920,1080,90,2.85,windows home 10.00,66,3599.5
asus,intel,i7,8,2.3,5.1,ddr4,40,0,6144,nvidia,8192,1140,1380,led ips,15.6,1920,1080,100,2,windows home 10.00,76,3699.5
asus,intel,i7,6,2.6,4.5,ddr4,48,0,1024,nvidia,16384,600,1350,led ips,15.6,3840,2160,100,1.95,windows pro 10.00,76,3891.5
asus,intel,i7,8,2.3,5.1,ddr4,48,0,6144,nvidia,8192,735,1080,led ips,15.6,1920,1080,100,2,windows home 10.00,76,4129
asus,intel,i7,6,2.6,4.5,ddr4,32,0,1024,nvidia,8192,990,1230,led ips,17.3,1920,1080,90,2.7,windows pro 10.00,76,4300
dell,intel,i3,2,1.2,3.4,ddr4,8,0,256,intel,8192,300,900,led tn,15.6,1366,768,0,2.28,windows pro 10.00,42,400
dell,intel,i3,2,3,4.1,ddr4,4,0,128,intel,8192,400,1250,led ips,14,1920,1080,50,1.43,windows home 10.00,53,417
dell,intel,i3,2,2.1,4.1,ddr4,4,1000,0,intel,1700,300,1100,led ips,14,1366,768,60,1.72,windows pro 10.00,42,449
dell,intel,i3,2,1.2,3.4,ddr4,4,0,128,intel,8192,300,900,led tn,14,1366,768,0,1.79,windows home 10.00,42,449
dell,intel,i3,2,3,4.1,ddr4,4,0,128,intel,8192,400,1250,led ips,14,1920,1080,50,1.62,windows pro 10.00,40,449
dell,intel,i3,2,3,4.1,ddr4,4,1000,0,intel,8192,400,1250,led tn,14,1366,768,60,1.64,windows pro 10.00,42,449
dell,intel,i3,2,2.1,3.9,ddr4,8,0,256,intel,1700,300,1100,led tn,15.6,1920,1080,0,1.95,windows home 10.00,42,500
dell,amd,ryzen5,6,2.3,4,ddr4,8,0,256,amd,2048,1100,1500,led ips,15.6,1920,1080,50,1.69,windows home 10.00,53,534
dell,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.9,windows pro 10.00,42,550.5
dell,intel,i3,2,1.2,3.4,ddr4,8,0,256,intel,8192,300,900,led ips,14,1920,1080,50,1.72,windows home 10.00,42,550.5
dell,intel,i3,2,2.1,4.1,ddr4,4,500,0,intel,1700,300,1100,led tn,15.6,1366,768,60,1.79,windows pro 10.00,40,572.5
dell,intel,i3,2,2.1,4.1,ddr4,4,500,0,intel,1700,300,1100,led tn,14,1366,768,60,1.65,windows pro 10.00,40,576.5
dell,intel,i3,2,2.2,3.4,ddr4,4,0,0,intel,1700,300,1000,led ips,14,1920,1080,60,1.81,chrome os  0.00,56,580.5
dell,intel,i5,4,1,3.6,ddr4,8,1000,0,intel,8192,300,1050,led ips,17.3,1920,1080,90,2.79,windows home 10.00,42,583.5
dell,intel,i3,2,3,4.1,ddr4,12,0,256,intel,8192,400,1250,led ips,15.6,1920,1080,50,1.71,windows home 10.00,53,589.5
dell,intel,i3,2,3,4.1,ddr4,8,0,256,intel,8192,400,1250,led ips,14,1920,1080,50,1.62,windows home 10.00,40,600
dell,amd,ryzen7,4,2.3,4,ddr4,8,0,256,amd,2048,1300,1400,led ips,15.6,1920,1080,60,1.77,windows home 10.00,42,616
dell,intel,i7,4,2.8,4.7,ddr4,8,0,256,intel,8192,400,1300,led ips,14,1920,1080,60,1.36,windows pro 10.00,40,639
dell,intel,i3,2,1.2,3.4,ddr4,8,0,256,intel,8192,300,900,led tn,15.6,1920,1080,60,2.05,windows pro 10.00,42,649
dell,intel,i5,4,2.4,4.2,ddr4,8,0,512,intel,8192,400,1300,led ips,15.6,1920,1080,60,1.98,windows pro 10.00,42,649
dell,amd,ryzen5,4,2,3.6,ddr4,8,1000,0,amd,2048,1100,1200,led ips,15.6,1920,1080,0,2.08,windows home 10.00,42,668.5
dell,intel,i3,2,1.2,3.4,ddr4,16,1000,256,intel,8192,300,900,led tn,14,1366,768,0,1.79,windows home 10.00,42,679.5
dell,intel,i5,4,2.5,4.5,ddr4,8,0,256,intel,1700,350,1050,led ips,15.6,1920,1080,100,1.9,windows home 10.00,56,681.5
dell,intel,i7,4,1.8,4.9,ddr4,8,0,256,nvidia,2048,1519,1582,led ips,13.3,1920,1080,60,1.18,windows pro 10.00,45,699.5
dell,intel,i5,4,1,3.6,ddr4,8,0,512,intel,8192,300,1050,led ips,14,1920,1080,60,1.42,windows home 10.00,42,699.5
dell,amd,ryzen5,4,2,3.6,ddr4,8,0,256,amd,2048,1100,1200,led ips,13.3,1920,1080,60,1.75,windows home 10.00,42,700
dell,intel,i5,4,1.6,4.2,ddr4,8,1000,0,intel,1700,300,1100,led ips,17.3,1920,1080,60,2.71,windows home 10.00,42,715
dell,intel,i5,4,1.6,4.2,ddr3,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.24,windows home 10.00,45,723
dell,intel,i5,4,1.6,4.2,ddr4,8,0,512,intel,1700,300,1100,led ips,13.3,1920,1080,100,1.4,windows home 10.00,52,727
dell,intel,i3,2,2.1,4.1,ddr4,16,0,512,intel,1700,300,1100,led ips,15.6,1920,1080,60,2.19,windows home 10.00,42,729
dell,intel,i5,4,2.5,4.5,ddr4,8,0,256,nvidia,4096,1395,1560,led ips,15.6,1920,1080,60,2.36,windows home 10.00,51,730
dell,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,14.5,2560,1600,100,1.26,windows home 10.00,52,730
dell,intel,i3,2,2.1,3.9,ddr4,4,0,128,intel,1700,300,1100,led tn,13.3,1366,768,0,1.2,windows home 10.00,52,734
dell,intel,i5,4,2.4,4.2,ddr4,8,0,512,intel,8192,400,1300,led ips,13.3,1920,1080,100,1.23,windows home 10.00,53,735
dell,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,15.6,1920,1080,100,1.9,windows home 10.00,53,735
dell,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.86,windows home 10.00,42,738
dell,intel,i5,4,1.6,4.2,ddr4,8,0,512,intel,1700,300,1100,led ips,13.3,1920,1080,100,1.3,windows home 10.00,52,747
dell,amd,ryzen5,6,2.3,4,ddr4,8,0,256,amd,2048,1100,1500,led ips,14,1920,1080,60,1.54,windows home 10.00,40,749
dell,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,15.6,1920,1080,60,1.98,windows pro 10.00,42,749
dell,intel,i7,4,1.8,4.9,ddr4,8,0,512,intel,1700,300,1150,led ips,15.6,1920,1080,50,2.19,windows home 10.00,45,750.5
dell,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,90,1.4,windows pro 10.00,60,754.5
dell,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.24,windows pro 10.00,42,759.5
dell,intel,i5,4,1.6,4.2,ddr3,4,0,128,intel,1700,300,1100,led ips,13.3,1920,1080,100,1.23,windows home 10.00,52,772.5
dell,intel,i5,4,1.6,3.4,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.4,windows home 10.00,38,775.5
dell,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,60,1.45,windows home 10.00,38,779.5
dell,amd,ryzen5,6,3,4,ddr4,8,0,256,amd,6144,1265,1560,led ips,15.6,1920,1080,60,2.5,windows home 10.00,51,779.5
dell,intel,i7,6,2.6,5,ddr4,8,0,512,nvidia,4096,1530,1725,led ips,15.6,1920,1080,100,1.77,windows pro 10.00,56,779.5
dell,intel,i5,4,1.6,4.1,ddr4,4,0,128,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.42,chrome os  0.00,42,785.5
dell,intel,i7,4,1.3,3.9,ddr4,16,0,256,nvidia,2048,1531,1594,led ips,14,1920,1080,90,1.36,windows pro 10.00,40,790.5
dell,intel,i5,4,1.6,3.9,ddr4,8,0,256,nvidia,2048,1227,1468,led ips,15.6,1920,1080,60,1.87,windows home 10.00,42,799.5
dell,intel,i7,4,1.8,4.9,ddr4,8,0,256,intel,1700,300,1150,led tn,15.6,1920,1080,0,2,windows pro 10.00,42,799.5
dell,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,50,2.03,windows home 10.00,42,799.5
dell,intel,i3,2,3,4.1,ddr4,16,0,1024,intel,8192,400,1250,led ips,14,1920,1080,50,1.43,windows pro 10.00,53,799.5
dell,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led tn,14,1920,1080,0,1.75,windows pro 10.00,42,800
dell,intel,i5,4,1.6,4.2,ddr4,8,0,512,intel,1700,300,1100,led tn,14,1366,768,50,1.48,windows pro 10.00,42,800
dell,intel,i5,4,1.7,4.4,ddr4,16,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,100,1.32,windows pro 10.00,39,810
dell,intel,i5,4,2.4,4.1,ddr4,8,0,512,nvidia,6144,1140,1335,led ips,15.6,1920,1080,60,2.34,windows home 10.00,51,819
dell,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.32,windows pro 10.00,42,828
dell,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,90,2.19,windows home 10.00,68,829
dell,intel,i5,4,1,3.6,ddr4,8,0,512,intel,8192,300,1050,led ips,15.6,1920,1080,50,1.65,windows home 10.00,40,830
dell,intel,i5,4,1.6,3.4,ddr4,8,500,0,intel,1700,300,1100,led ips,14,1366,768,0,1.72,windows pro 10.00,56,832
dell,intel,i7,4,1.3,3.9,ddr4,8,0,256,intel,8192,300,1100,led ips,15.6,1920,1080,50,2,windows home 10.00,42,839
dell,intel,i5,4,2.3,4,ddr4,8,1000,128,nvidia,4096,1493,1620,led ips,15.6,1920,1080,60,2.85,windows home 10.00,60,849
dell,intel,i5,4,1.6,4.1,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.52,windows pro 10.00,42,849
dell,intel,i7,4,2.8,4.7,ddr4,8,0,512,nvidia,2048,1531,1594,led ips,13.3,1920,1080,100,1.06,windows pro 10.00,40,849
dell,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,15.6,1920,1080,50,1.6,windows pro 10.00,40,849
dell,intel,i5,4,1.6,4.1,ddr4,16,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,100,1.24,windows pro 10.00,60,859.5
dell,intel,i3,2,2.1,3.9,ddr4,4,0,128,intel,1700,300,1100,led tn,14,1366,768,90,1.52,chrome os  0.00,68,865.5
dell,intel,i7,4,1.8,4.9,ddr4,8,0,512,intel,1700,300,1150,led ips,14,1920,1080,100,1.21,windows home 10.00,52,869.5
dell,intel,i5,4,1.6,3.4,ddr4,8,0,128,intel,1700,300,1100,led ips,13.3,3840,2160,100,1.21,windows home 10.00,52,899.5
dell,intel,i7,4,1.8,4,ddr4,8,1000,128,nvidia,4096,1227,1468,led ips,15.6,1920,1080,60,2,windows pro 10.00,42,899.5
dell,intel,i7,4,1.8,4,ddr4,8,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,60,1.62,windows home 10.00,42,900
dell,intel,i5,4,2.5,4.5,ddr4,8,0,256,nvidia,4096,1530,1725,led ips,15.6,1920,1080,60,2.34,windows home 10.00,68,908
dell,intel,i7,6,2.6,5,ddr4,8,0,256,nvidia,4096,1530,1725,led ips,15.6,1920,1200,100,2.05,windows pro 10.00,56,909
dell,intel,i7,4,1.8,4.9,ddr4,8,0,512,nvidia,2048,1519,1582,led ips,15.6,1920,1080,0,1.66,windows pro 10.00,42,929
dell,intel,i7,4,1.8,4.9,ddr4,16,0,256,nvidia,2048,1519,1582,led ips,14,1920,1080,60,1.49,windows pro 10.00,42,936
dell,intel,i5,4,2.4,4.1,ddr4,8,1000,128,nvidia,4096,1395,1560,led ips,15.6,1920,1080,60,2.63,windows home 10.00,60,949
dell,amd,ryzen5,6,2.3,4,ddr4,16,0,1024,amd,2048,1100,1500,led ips,14,1920,1080,60,1.54,windows pro 10.00,40,949
dell,intel,i7,6,2.2,4.1,ddr4,8,1000,128,nvidia,4096,1493,1620,led ips,15.6,1920,1080,60,2.85,windows home 10.00,56,950.5
dell,intel,i5,4,2.3,4,ddr4,16,1000,512,nvidia,4096,1493,1620,led ips,15.6,1920,1080,60,2.85,windows home 10.00,60,969.5
dell,intel,i7,6,2.6,4.5,ddr4,8,0,256,nvidia,3072,1366,1442,led ips,15.6,1920,1080,90,1.9,windows pro 10.00,56,970.5
dell,intel,i5,4,2.3,4,ddr4,8,1000,0,nvidia,4096,1493,1620,led ips,17.3,1920,1080,60,3.27,windows home 10.00,56,979.5
dell,intel,i5,4,2.4,4.1,ddr4,8,1000,128,nvidia,4096,1395,1560,led ips,15.6,1920,1080,60,2.85,windows home 10.00,60,979.5
dell,intel,i7,4,1.3,3.9,ddr4,16,0,512,intel,8192,300,1100,led ips,15.6,1920,1080,50,2,windows home 10.00,42,979.5
dell,intel,i7,4,2.8,4.7,ddr4,8,0,1024,nvidia,2048,1531,1594,led ips,13.3,1920,1080,100,1.06,windows pro 10.00,40,980.5
dell,intel,i7,4,1.8,4.9,ddr3,16,0,512,intel,1700,300,1150,led ips,13.3,3840,2160,0,0.96,windows home 10.00,52,990.5
dell,intel,i7,4,1.9,4.8,ddr4,16,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,60,1.25,windows pro 10.00,60,999.5
dell,intel,i5,4,1.6,4.2,ddr4,8,0,256,nvidia,2048,1519,1582,led ips,17.3,1920,1080,60,2.78,windows home 10.00,68,999.5
dell,intel,i7,4,2.8,4.7,ddr4,8,0,256,intel,8192,400,1300,led ips,17,2560,1600,100,2.43,windows home 10.00,68,1000
dell,intel,i7,6,1.1,4.7,ddr4,8,0,256,amd,2048,1082,1218,led ips,15.6,1920,1080,60,1.82,windows pro 10.00,42,1000
dell,intel,i5,4,2.4,4.1,ddr4,16,1000,256,nvidia,4096,1395,1560,led ips,15.6,1920,1080,60,2.85,windows home 10.00,60,1029
dell,intel,i7,4,1.3,3.9,ddr4,16,0,512,intel,8192,300,1100,led ips,15.6,1920,1080,0,1.95,windows home 10.00,68,1035
dell,intel,i7,4,1.9,4.8,ddr4,16,0,128,intel,1700,300,1150,led ips,12.3,1920,1280,100,0.85,windows pro 10.00,38,1051.5
dell,intel,i7,4,1.8,4,ddr4,16,0,512,nvidia,4096,1227,1468,led ips,15.6,1920,1080,60,2,windows pro 10.00,42,1069.5
dell,intel,i5,4,2.5,4.5,ddr4,8,0,256,nvidia,6144,1455,1590,led ips,15.6,1920,1080,90,2.56,windows home 10.00,86,1073.5
dell,intel,i7,6,2.6,4.5,ddr4,8,0,256,nvidia,4096,1395,1560,led ips,15.6,1920,1080,100,2,windows home 10.00,97,1078.5
dell,intel,i7,4,1.8,4.6,ddr4,16,0,256,intel,1700,300,1150,led ips,13.3,3840,2160,90,1.45,windows home 10.00,38,1085.5
dell,intel,i5,4,1.6,4.1,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,100,1.36,windows pro 10.00,52,1099.5
dell,intel,i7,4,3,4.8,ddr4,32,0,256,intel,8192,400,1350,led ips,13.4,1920,1200,100,1.27,windows home 10.00,52,1100
dell,intel,i5,4,2.4,4.1,ddr4,16,1000,1024,nvidia,6144,1140,1335,led ips,15.6,1920,1080,60,2.34,windows home 10.00,51,1100
dell,intel,i5,4,1.7,4.4,ddr4,16,0,256,intel,1700,300,1150,led ips,14,1920,1080,90,1.46,windows pro 10.00,39,1129
dell,intel,i7,4,1.9,4.8,ddr4,16,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,100,1.42,windows pro 10.00,60,1147
dell,intel,i7,6,2.7,5.1,ddr4,4,500,0,nvidia,2048,1519,1582,led ips,15.6,1920,1080,90,1.89,windows pro 10.00,51,1149
dell,intel,i5,4,1,3.6,ddr4,8,0,512,intel,8192,300,1050,led ips,13.4,3840,2400,100,1.27,windows home 10.00,52,1150.5
dell,intel,i7,6,2.6,4.5,ddr4,16,0,256,nvidia,3072,1366,1442,led ips,15.6,1920,1080,90,1.87,windows home 10.00,56,1159.5
dell,intel,i5,4,2.6,4.6,ddr4,4,500,0,intel,1700,350,1100,led ips,15.6,1920,1080,60,1.89,linux ubuntu 0.00,97,1165.5
dell,intel,i5,4,1.6,3.9,ddr4,16,0,1024,intel,1700,300,1100,led ips,14,1920,1080,90,1.4,windows pro 10.00,60,1170.5
dell,intel,i5,4,1.6,4.2,ddr4,8,0,256,nvidia,2048,1266,1354,led ips,15.6,1920,1080,60,1.86,windows pro 10.00,42,1193.5
dell,intel,i5,4,1.6,4.1,ddr4,8,500,0,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.82,windows pro 10.00,42,1198.5
dell,intel,i7,4,1.8,4.6,ddr4,8,0,256,nvidia,2048,1122,1242,led tn,15.6,1920,1080,0,2.15,windows pro 10.00,42,1199.5
dell,intel,i3,2,2.1,3.9,ddr4,4,0,128,intel,1700,300,1100,led tn,13.3,1920,1080,90,1.42,chrome os  0.00,60,1206
dell,intel,i7,4,1.9,4.8,ddr4,16,0,512,intel,1700,300,1150,led ips,12.3,1920,1280,100,0.85,windows pro 10.00,38,1224
dell,intel,i5,4,2.4,4.2,ddr4,16,0,512,intel,8192,400,1300,led ips,13.4,1920,1200,100,1.32,windows home 10.00,51,1225
dell,intel,i7,6,2.2,4.1,ddr4,16,1000,256,nvidia,6144,1405,1708,led ips,15.6,1920,1080,80,3.49,windows home 10.00,99,1240
