producer,processor prod,processor model,cores,core base speed (GHz),core boost speed (GHz),ram type,ram cap (GB),ssd (GB),hdd (GB),gpu prod,gpu size (MB),gpu base speed (GHz),gpu boost speed (GHz),screen type,screen size (inch),screen horizontal resolution,screen vertical resolution,sRGB (%),weight (kg),os,battery capacity (WHr),price(USD)
dell,intel,i5,4,2.3,4,ddr4,8,0,256,nvidia,4096,1354,1493,led ips,15.6,3840,2160,100,2,windows home 10.00,97,1250.5
dell,intel,i7,6,2.7,5.1,ddr4,16,0,256,intel,1700,350,1150,led ips,14,1920,1080,60,1.54,windows pro 10.00,51,1259.5
dell,intel,i5,4,2.5,3.5,ddr4,8,0,256,nvidia,4096,1354,1493,led ips,15.6,3840,2160,100,2.06,windows home 10.00,97,1300
dell,intel,i7,4,1.8,4.6,ddr3,8,0,512,intel,1700,300,1150,led ips,13.3,3840,2160,100,1.27,windows home 10.00,52,1300
dell,intel,i7,4,1.9,4.8,ddr4,32,0,1024,intel,1700,300,1150,led ips,13.3,1920,1080,60,1.25,windows pro 10.00,60,1300
dell,intel,i7,6,2.3,4.6,ddr4,8,0,256,nvidia,4096,1500,1690,led ips,15.6,1920,1080,100,1.8,linux ubuntu 0.00,97,1302
dell,intel,i7,4,1.3,3.9,ddr4,16,0,512,intel,8192,300,1100,led ips,13.4,3840,2400,100,1.32,windows home 10.00,51,1323
dell,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,3072,1366,1442,led ips,15.6,1920,1080,90,1.9,windows pro 10.00,56,1348
dell,intel,i5,4,1.6,4.1,ddr4,16,0,1024,intel,1700,300,1100,led ips,14,1920,1080,100,1.36,windows pro 10.00,52,1349
dell,intel,i7,4,1.9,4.2,ddr4,8,0,256,intel,1700,300,1150,led tn,12.5,1366,768,0,1.19,windows pro 10.00,60,1350.5
dell,intel,i3,2,2.7,2.7,ddr4,8,0,128,intel,1700,300,1000,led ips,14,1920,1080,60,3.4,linux ubuntu 0.00,102,1359.5
dell,intel,i5,4,1.6,3.9,ddr4,32,0,1024,intel,1700,300,1100,led ips,14,1920,1080,90,1.4,windows pro 10.00,60,1382.5
dell,intel,i5,4,1.7,4.4,ddr4,8,0,128,intel,1700,300,1150,led ips,14,1920,1080,90,1.39,chrome os  0.00,52,1389.5
dell,intel,i5,4,2.5,4.5,ddr4,8,0,256,intel,1700,350,1050,led ips,17,1920,1200,100,2.51,windows pro 10.00,97,1399.5
dell,intel,i7,6,2.6,5,ddr4,16,0,256,nvidia,6144,1455,1590,led ips,17.3,1920,1080,90,3.29,windows home 10.00,97,1416
dell,intel,i5,4,2.5,4.3,ddr4,8,0,256,intel,1700,350,1100,led ips,14,1920,1080,60,1.53,windows pro 10.00,68,1417
dell,intel,i7,4,1.9,4.8,ddr4,16,0,1024,intel,1700,300,1150,led ips,12.3,1920,1280,100,0.85,windows pro 10.00,38,1417
dell,intel,i5,4,1.7,4.4,ddr4,8,0,512,intel,1700,300,1150,led ips,12.3,1920,1280,100,1.2,windows pro 10.00,38,1419
dell,intel,i3,2,2.7,2.7,ddr4,8,0,128,intel,1700,300,1000,led ips,14,1920,1080,60,4.15,linux ubuntu 0.00,51,1426
dell,intel,i7,4,1.9,4.8,ddr4,32,0,512,intel,1700,300,1150,led ips,13.3,1920,1080,60,1.25,windows pro 10.00,60,1449
dell,intel,i5,4,1.6,4.1,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.42,chrome os  0.00,42,1469.5
dell,intel,i7,6,2.6,5,ddr4,16,0,256,amd,4096,1375,1645,led ips,17.3,1920,1080,90,2.97,windows home 10.00,86,1505
dell,intel,i7,6,2.6,5,ddr4,8,0,256,intel,1700,350,1150,led ips,17.3,1920,1080,60,3.13,linux ubuntu 0.00,95,1519
dell,intel,i7,6,2.6,4.3,ddr4,8,0,256,nvidia,2048,1122,1242,led tn,15.6,1920,1080,60,1.93,windows pro 10.00,68,1570.5
dell,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,6144,960,1200,led ips,15.6,1920,1080,90,2.85,windows home 10.00,60,1575.5
dell,intel,i7,6,2.2,4.1,ddr4,16,0,512,nvidia,8192,1215,1440,led ips,15.6,1920,1080,90,2.16,windows home 10.00,60,1590.5
dell,intel,i7,6,2.6,5,ddr4,16,0,512,nvidia,6144,960,1200,led ips,15.6,1920,1080,90,2.5,windows home 10.00,86,1603
dell,intel,i7,6,2.6,5,ddr4,8,0,256,intel,1700,350,1150,led ips,15.6,1920,1080,100,2.49,linux ubuntu 0.00,95,1639
dell,intel,i7,6,2.6,4.3,ddr4,8,0,512,intel,1700,350,1150,led ips,15.6,1920,1080,90,2.6,windows pro 10.00,64,1650.5
dell,intel,i7,6,2.3,4.6,ddr4,32,0,512,nvidia,4096,1500,1690,led ips,15.6,1920,1080,100,1.8,windows pro 10.00,97,1673.5
dell,intel,i5,4,1.6,4.1,ddr4,16,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.82,windows pro 10.00,42,1691.5
dell,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,90,1.36,windows pro 10.00,52,1692.5
dell,intel,i7,6,2.6,4.3,ddr4,16,0,512,intel,1700,350,1150,led ips,15.6,1920,1080,90,2.6,windows pro 10.00,64,1700
dell,intel,i7,6,2.3,4.6,ddr4,16,0,512,nvidia,4096,1266,1354,led ips,15.6,1920,1080,60,1.97,windows pro 10.00,51,1748
dell,intel,i5,4,1.6,4.1,ddr4,32,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.42,chrome os  0.00,42,1761.5
dell,intel,i5,4,2.6,4.6,ddr4,8,0,256,intel,1700,350,1100,led ips,15.6,1920,1200,100,1.84,linux ubuntu 0.00,86,1768.5
dell,intel,i7,6,2.2,4.1,ddr4,16,0,512,nvidia,4096,1152,1417,led ips,15.6,1920,1080,100,2,windows home 10.00,97,1779.5
dell,intel,i7,6,2.3,4.6,ddr4,32,0,256,intel,1700,350,1150,led ips,15.6,1920,1080,60,1.82,windows pro 10.00,68,1800
dell,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,6144,960,1200,led ips,15.6,1920,1080,90,2.16,windows home 10.00,76,1899.5
dell,intel,i5,4,1.6,4.2,ddr4,8,0,128,intel,1700,300,1100,led ips,15.6,1920,1080,100,1.4,windows pro 10.00,88,1919
dell,intel,i7,6,2.6,4.5,ddr4,32,2000,1024,nvidia,6144,960,1200,led ips,15.6,1920,1080,90,2.85,windows home 10.00,60,1970.5
dell,intel,i7,4,1.8,4.6,ddr4,16,1000,0,nvidia,2048,1227,1468,led ips,17.3,1920,1080,80,2.94,windows home 10.00,56,1989.5
dell,intel,i7,4,1.9,4.2,ddr4,16,0,256,intel,1700,300,1150,led ips,15.6,1920,1080,0,1.88,windows pro 10.00,68,1999.5
dell,intel,i7,4,1.8,4.6,ddr4,16,0,512,nvidia,2048,1227,1468,led ips,17.3,1920,1080,80,2.94,windows home 10.00,56,1999.5
dell,intel,i7,6,2.3,4.6,ddr4,32,0,512,nvidia,4096,1500,1710,led ips,15.6,1920,1080,60,2.52,windows pro 10.00,64,1999.5
dell,intel,i7,6,2.2,4.1,ddr4,16,0,1024,nvidia,4096,1152,1417,led ips,15.6,1920,1080,100,2,windows pro 10.00,97,2000
dell,intel,i7,8,2.9,4.8,ddr4,16,0,512,amd,8192,1465,1720,led ips,17.3,1920,1080,90,4.7,windows home 10.00,90,2044
dell,intel,i5,4,2.6,4.6,ddr4,8,0,256,intel,1700,350,1100,led ips,17.3,1920,1200,100,2.13,linux ubuntu 0.00,97,2087.5
dell,intel,i7,6,2.3,4.6,ddr4,16,0,2048,nvidia,4096,1500,1690,led ips,15.6,1920,1080,100,1.8,windows home 10.00,97,2231
dell,intel,i5,4,2.6,4.6,ddr4,16,0,768,intel,1700,350,1100,led ips,15.6,1920,1200,100,1.84,windows home 10.00,86,2260.5
dell,intel,i5,4,2.6,4.6,ddr4,16,0,2048,intel,1700,350,1100,led ips,15.6,1920,1200,100,1.84,windows home 10.00,86,2757.5
dell,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,6144,960,1200,led ips,17.3,1920,1080,90,2.63,windows home 10.00,76,2998.5
dell,intel,i7,6,2.2,4.1,ddr4,16,1000,256,nvidia,8192,1443,1645,led ips,17.3,1920,1080,90,4.42,windows home 10.00,99,3000
dell,intel,i5,4,2.6,4.6,ddr4,64,0,1024,intel,1700,350,1100,led ips,17.3,1920,1200,100,2.13,windows home 10.00,97,3205
dell,intel,i5,4,2.6,4.6,ddr4,64,0,1536,intel,1700,350,1100,led ips,17.3,1920,1200,100,2.13,windows pro 10.00,97,3408
dell,intel,i7,6,2.6,5,ddr4,64,0,3072,intel,1700,350,1150,led ips,17.3,1920,1080,60,3.13,windows pro 10.00,95,3611
dell,intel,i7,6,2.6,5,ddr4,32,0,3072,intel,1700,350,1150,led ips,15.6,1920,1080,100,2.49,windows home 10.00,95,3708
dell,intel,i7,6,2.6,5,ddr4,128,0,2048,intel,1700,350,1150,led ips,17.3,1920,1080,60,3.13,windows home 10.00,95,4131
dell,intel,i7,6,2.6,5,ddr4,128,0,2560,intel,1700,350,1150,led ips,15.6,1920,1080,100,2.49,windows home 10.00,95,5136
hp,intel,i3,2,1.2,3.4,ddr4,4,0,128,intel,8192,300,900,led tn,14,1366,768,0,1.47,windows home 10.00,41,341
hp,amd,ryzen3,2,2.6,3.5,ddr4,4,0,128,amd,2048,300,1000,led tn,14,1366,768,0,1.47,windows home 10.00,41,367.5
hp,amd,ryzen3,2,2.6,3.5,ddr4,8,0,256,amd,2048,300,1000,led ips,14,1920,1080,60,1.47,windows home 10.00,41,394.5
hp,intel,i3,2,1.2,3.4,ddr4,8,0,256,intel,8192,300,900,led tn,15.6,1366,768,0,1.7,windows home 10.00,41,445
hp,intel,i3,2,2.1,3.9,ddr4,4,0,128,intel,1700,300,1100,led tn,14,1366,768,0,1.43,windows home 10.00,41,449
hp,intel,i3,2,2.1,4.1,ddr4,8,0,0,intel,1700,300,1100,led ips,14,1920,1080,60,1.65,chrome os  0.00,60,449
hp,intel,i3,2,1.2,3.4,ddr4,8,0,128,intel,8192,300,900,led tn,14,1366,768,0,1.61,windows home 10.00,41,459.5
hp,amd,ryzen5,4,2.1,3.7,ddr4,12,0,256,amd,2048,1100,1200,led tn,17.3,1600,900,80,2.55,windows home 10.00,41,466.5
hp,intel,i5,4,1,3.6,ddr4,8,0,256,intel,8192,300,1050,led ips,14,1920,1080,90,1.6,windows home 10.00,41,500
hp,intel,i3,2,2.1,3.9,ddr4,8,0,128,intel,1700,300,1100,led ips,13.3,1920,1080,60,1.3,windows home 10.00,37.7,514
hp,intel,i3,2,2.1,4.1,ddr4,8,0,0,intel,1700,300,1100,led ips,14,1920,1080,60,1.65,chrome os  0.00,60,523
hp,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led tn,15.6,1366,768,0,1.7,windows home 10.00,41,527
hp,intel,i5,4,1,3.6,ddr4,12,0,256,intel,8192,300,1050,led tn,15.6,1366,768,0,1.75,windows home 10.00,41,560.5
hp,amd,ryzen3,4,2.7,3.7,ddr4,4,0,128,amd,2048,300,1400,led tn,15.6,1366,768,60,2,windows pro 10.00,45,572.5
hp,intel,i5,4,1,3.6,ddr4,8,1000,0,intel,8192,300,1050,led tn,14,1366,768,0,1.6,windows home 10.00,41,579.5
hp,intel,i7,4,1.3,3.9,ddr4,8,1000,0,intel,8192,300,1100,led tn,17.3,1600,900,80,2.46,windows home 10.00,41,600
hp,amd,ryzen3,4,2.7,3.7,ddr4,4,0,256,amd,2048,300,1400,led ips,14,1920,1080,60,1.6,windows pro 10.00,45,601
hp,intel,i5,4,1,3.6,ddr4,8,0,256,intel,8192,300,1050,led tn,14,1366,768,0,1.58,windows home 10.00,41,606
hp,intel,i7,4,1.8,4.9,ddr4,8,0,128,intel,1700,300,1150,led tn,15.6,1920,1080,0,1.77,windows pro 10.00,45,609
hp,intel,i7,4,1.3,3.9,ddr4,12,1000,0,intel,8192,300,1100,led ips,15.6,1920,1080,90,1.93,windows home 10.00,41,620
hp,intel,i3,2,2.2,3.4,ddr4,8,1000,0,intel,1700,300,1000,led tn,15.6,1366,768,0,1.77,windows home 10.00,41,624
hp,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,15.6,1920,1080,60,1.93,windows home 10.00,41,626
hp,intel,i5,4,2.5,4.5,ddr4,16,0,256,nvidia,3072,1366,1442,led ips,15.6,1920,1080,60,2.23,windows home 10.00,52.5,630
hp,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,15.6,1366,768,0,2.09,windows home 10.00,41,642
hp,intel,i5,4,1.6,4.2,ddr4,8,0,512,intel,1700,300,1100,led tn,15.6,1366,768,0,1.92,windows home 10.00,41,656.5
hp,amd,ryzen5,6,2.3,4,ddr4,8,0,256,amd,2048,1100,1500,led ips,15.6,1920,1080,60,2.05,windows home 10.00,55.67,656.5
hp,amd,ryzen5,6,3,4,ddr4,8,0,256,nvidia,4096,1395,1560,led ips,15.6,1920,1080,60,1.98,windows home 10.00,52.5,660.5
hp,intel,i5,4,2.5,4.5,ddr4,8,0,256,nvidia,4096,1395,1560,led ips,16.1,1920,1080,60,2.34,windows home 10.00,52.5,663.5
hp,intel,i5,4,1.6,3.9,ddr4,8,0,128,intel,1700,300,1100,led ips,14,1920,1080,0,1.68,windows home 10.00,41,679.5
hp,intel,i5,4,2.4,4.1,ddr4,8,0,256,nvidia,4096,1395,1560,led ips,15.6,1920,1080,60,2.25,windows home 10.00,52.5,679.5
hp,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,nvidia,3072,1366,1442,led ips,15.6,1920,1080,60,2.34,windows home 10.00,52.5,679.5
hp,amd,ryzen5,6,2.3,4,ddr4,8,0,256,amd,2048,1100,1500,led ips,15.6,1920,1080,60,2,windows home 10.00,51,685.5
hp,intel,i3,2,2.2,3.4,ddr4,8,1000,0,intel,1700,300,1000,led ips,15.6,1920,1080,0,1.98,windows home 10.00,48,685.5
hp,intel,i5,4,1.6,4.2,ddr4,12,1000,128,intel,1700,300,1100,led ips,17.3,1920,1080,0,2.38,windows home 10.00,41,689.5
hp,intel,i5,4,1.6,3.9,ddr4,8,0,512,intel,1700,300,1100,led tn,15.6,1366,768,60,1.92,windows home 10.00,41,696.5
hp,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,14,1920,1080,0,1.6,windows pro 10.00,45,699.5
hp,intel,i5,4,1,3.6,ddr4,8,0,256,intel,8192,300,1050,led ips,13.3,1920,1080,80,1.17,windows home 10.00,53.2,699.5
hp,intel,i5,4,1.6,3.9,ddr4,8,0,128,intel,1700,300,1100,led ips,14,1920,1080,60,1.58,windows home 10.00,41,699.5
hp,intel,i5,4,1.6,4.2,ddr4,16,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.58,windows home 10.00,41,700
hp,intel,i3,2,2.1,4.1,ddr4,4,0,256,intel,1700,300,1100,led tn,15.6,1366,768,60,2.03,windows pro 10.00,45,701
hp,intel,i3,2,2.1,4.1,ddr4,4,0,256,intel,1700,300,1100,led tn,13.3,1366,768,0,1.68,windows pro 10.00,45,701
hp,amd,ryzen3,4,2.7,3.7,ddr4,4,0,128,amd,2048,300,1400,led ips,13.3,1920,1080,60,1.49,windows pro 10.00,45,701
hp,intel,i3,2,1,4,ddr4,8,0,128,intel,1700,350,1000,led ips,11.6,1366,768,60,1.43,windows home 10.00,48,704
hp,intel,i7,4,1.8,4.6,ddr4,8,0,512,intel,1700,300,1150,led ips,15.6,1920,1080,60,2.04,windows home 10.00,52.5,711
hp,intel,i5,4,1.6,3.9,ddr4,4,0,128,intel,1700,300,1100,led tn,14,1366,768,0,1.6,windows pro 10.00,45,749
hp,amd,ryzen7,8,2,4.1,ddr4,8,0,128,amd,2048,1100,1600,led ips,13.3,1920,1080,90,1.32,windows home 10.00,51,750.5
hp,intel,i5,4,1,3.6,ddr4,8,0,512,intel,8192,300,1050,led ips,13.3,1920,1080,60,1.3,windows home 10.00,37.7,772.5
hp,intel,i5,4,1,3.6,ddr4,8,0,256,intel,8192,300,1050,led ips,15.6,1920,1080,60,1.97,windows home 10.00,51,772.5
hp,amd,ryzen5,4,2,3.6,ddr4,8,0,256,amd,2048,1100,1200,led ips,14,1920,1080,90,1.61,windows pro 10.00,50,799.5
hp,intel,i5,4,1.6,4.2,ddr4,16,0,256,intel,1700,300,1100,led ips,14,1920,1080,90,1.61,windows pro 10.00,45,823
hp,intel,i7,4,1.8,4.6,ddr4,8,0,256,intel,1700,300,1150,led tn,17.3,1600,900,80,2.45,windows home 10.00,41,830
hp,intel,i7,6,2.6,5,ddr4,16,0,512,nvidia,4096,1530,1725,led ips,17.3,1920,1080,90,2.75,windows home 10.00,52.5,850.5
hp,intel,i5,4,1.6,4.1,ddr4,16,0,512,intel,1700,300,1100,led ips,13.3,1920,1080,60,1.35,windows pro 10.00,53.2,860.5
hp,intel,i5,4,2.5,4.5,ddr4,8,0,256,nvidia,4096,1395,1560,led ips,15.6,1920,1080,90,2.36,windows home 10.00,70.9,870.5
hp,intel,i5,4,1.1,3.7,ddr4,8,0,256,intel,8192,300,1050,oled,13.3,3840,2160,100,1.27,windows home 10.00,60,874.5
hp,intel,i7,4,1.8,4.9,ddr4,8,0,512,intel,1700,300,1150,led ips,15.6,1920,1080,60,2.05,windows home 10.00,53.2,885.5
hp,intel,i5,4,2.4,4.1,ddr4,8,0,256,nvidia,3072,1366,1442,led ips,17.3,1920,1080,90,2.75,windows home 10.00,52.5,887.5
hp,intel,i5,4,1.6,4.2,ddr4,8,0,256,amd,2048,1024,1024,led ips,17.3,1920,1080,90,2.36,windows pro 10.00,41,889.5
hp,intel,i7,4,1.8,4.9,ddr4,8,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,80,1.17,windows home 10.00,53.2,895.5
hp,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.45,windows home 10.00,53,896.5
hp,intel,i7,4,1.3,3.9,ddr4,8,0,512,intel,8192,300,1100,led ips,13.3,3840,2160,100,1.31,windows home 10.00,51,899.5
hp,intel,i7,6,2.6,5,ddr4,8,0,512,nvidia,4096,1530,1725,led ips,15.6,1920,1080,60,2.38,windows home 10.00,70,899.5
hp,intel,i7,4,1.8,4,ddr4,12,0,256,intel,1700,300,1150,led ips,15.6,1920,1080,60,1.85,windows pro 10.00,41,900
hp,intel,i5,4,1.6,4.1,ddr4,16,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,60,2.4,windows pro 10.00,48,907
hp,amd,ryzen3,4,2.5,3.7,ddr4,4,0,128,amd,2048,300,1400,led ips,15.6,1920,1080,60,1.77,no os  0.00,56,907
hp,intel,i7,4,1.3,3.9,ddr4,8,0,512,nvidia,2048,1531,1594,led ips,17.3,1920,1080,90,2.73,windows home 10.00,55,910
hp,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,60,2,windows pro 10.00,45,919
hp,intel,i5,4,1.6,4.1,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.95,windows pro 10.00,48,924
hp,intel,i5,4,1.6,4.2,ddr4,8,0,512,amd,2048,1024,1024,led ips,14,1920,1080,60,1.47,windows home 10.00,41,942
hp,amd,ryzen3,4,2.5,3.7,ddr4,8,0,128,amd,2048,300,1400,led ips,14,1920,1080,60,1.47,no os  0.00,53,976.5
hp,intel,i7,6,2.6,5,ddr4,8,0,512,nvidia,6144,1455,1590,led ips,17.3,1920,1080,90,2.92,windows home 10.00,70,986.5
hp,amd,ryzen7,8,2.9,4.2,ddr4,8,0,512,nvidia,6144,1455,1590,led ips,15.6,1920,1080,100,2.37,windows pro 10.00,70.9,987.5
hp,amd,ryzen7,4,2.3,4,ddr4,16,0,512,amd,2048,1300,1400,led ips,15.6,1920,1080,60,1.9,windows pro 10.00,45,999.5
hp,intel,i7,4,1.8,4.6,ddr4,16,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,60,1.49,windows pro 10.00,45,1000
hp,amd,ryzen3,4,2.1,3.5,ddr4,8,0,256,amd,2048,1100,1500,led ips,14,1920,1080,60,1.51,windows pro 10.00,50,1007
hp,intel,i3,2,2.1,4.1,ddr4,8,0,128,intel,1700,300,1100,led ips,13.5,1920,1280,90,1.33,chrome os  0.00,50,1007
hp,intel,i7,6,2.6,4.5,ddr4,16,0,256,nvidia,6144,1455,1590,led ips,15.6,1920,1080,60,2.52,windows home 10.00,70,1009
hp,intel,i7,6,2.6,5,ddr4,16,0,512,nvidia,6144,1455,1590,led ips,15.6,1920,1080,90,2.39,windows home 10.00,70.9,1014
hp,intel,i5,4,1.6,3.4,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,0,2.1,windows pro 10.00,48,1049
hp,amd,ryzen5,6,2.1,4,ddr4,16,0,512,amd,2048,1100,1500,led ips,13.3,1920,1080,60,1.36,windows pro 10.00,53,1056.5
hp,intel,i5,4,1.6,3.4,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,0,1.55,windows pro 10.00,50,1063.5
hp,intel,i7,4,1.2,4.5,ddr4,16,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,90,1.47,windows home 10.00,54.28,1100
hp,intel,i7,4,1.9,4.8,ddr4,8,0,256,intel,1700,300,1150,led ips,14,1920,1080,90,1.48,windows pro 10.00,50,1103
hp,intel,i5,4,1.6,4.2,ddr4,8,0,128,intel,1700,300,1100,led ips,14,1920,1080,60,1.41,no os  0.00,53,1132
hp,intel,i5,4,1.6,4.1,ddr4,16,0,512,intel,1700,300,1100,led ips,13.3,1920,1080,0,1.55,windows pro 10.00,50,1147
hp,intel,i7,6,2.6,5,ddr4,16,0,256,nvidia,4096,1530,1725,led ips,15.6,1920,1080,90,2.15,windows home 10.00,83,1150.5
hp,intel,i7,4,1.8,4.9,ddr4,16,0,512,nvidia,4096,1519,1582,led ips,17.3,1920,1080,90,2.78,windows home 10.00,52,1156.5
hp,intel,i7,4,1.9,4.8,ddr4,16,0,256,intel,1700,300,1150,led ips,14,1920,1080,90,1.36,windows pro 10.00,56,1157.5
hp,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,60,1.35,windows pro 10.00,53,1164.5
hp,intel,i5,4,1.6,4.2,ddr4,8,0,128,intel,1700,300,1100,led ips,15.6,1920,1080,50,1.76,no os  0.00,56,1188.5
hp,intel,i5,4,1.6,3.4,ddr4,16,0,512,intel,1700,300,1100,led ips,14,1920,1080,90,1.48,windows pro 10.00,50,1199.5
hp,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,13.3,1920,1080,90,1.44,windows pro 10.00,50,1206
hp,intel,i7,4,1.8,4.6,ddr4,16,0,512,amd,4096,925,1295,led ips,14,1920,1080,60,1.48,windows pro 10.00,50,1207
hp,intel,i7,4,1.8,4,ddr4,16,0,512,intel,1700,300,1150,led ips,13.3,1920,1080,90,1.25,windows home 10.00,60,1300
hp,intel,i7,4,1.8,4.6,ddr4,16,0,512,intel,1700,300,1150,led ips,13.3,3840,2160,100,1.32,windows home 10.00,61,1300
hp,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.78,windows pro 10.00,56,1307
hp,intel,i7,4,1.8,4.9,ddr4,16,0,512,nvidia,2048,1519,1582,led ips,15.6,3840,2160,90,2.18,windows home 10.00,84,1307
hp,intel,i5,4,1.6,4.2,ddr4,8,0,128,intel,1700,300,1100,led ips,13.3,1920,1080,60,1.31,windows home 10.00,53,1326
hp,intel,i7,4,1.8,4.6,ddr4,16,0,512,nvidia,2048,1227,1468,led ips,15.6,3840,2160,90,2.17,windows home 10.00,84,1339
hp,intel,i7,6,2.6,4.5,ddr4,8,0,256,nvidia,2048,1329,1557,led ips,15.6,1920,1080,60,2.14,windows pro 10.00,70,1386.5
hp,intel,i7,4,1.9,4.8,ddr4,16,0,512,intel,1700,300,1150,led ips,13.3,3840,2160,90,1.27,windows pro 10.00,56.2,1387.5
hp,intel,i7,4,1.9,4.8,ddr4,16,0,512,intel,1700,300,1150,led ips,15.6,1920,1080,70,1.77,windows pro 10.00,56,1403
hp,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.32,windows pro 10.00,54,1419
hp,intel,i7,6,2.6,5,ddr4,16,0,256,nvidia,4096,1035,1200,led ips,15.6,3840,2160,90,1.92,windows home 10.00,72.9,1420
hp,intel,i7,6,1.1,4.7,ddr4,8,0,128,intel,1700,300,1150,led ips,15.6,1920,1080,60,1.76,no os  0.00,56,1431
hp,intel,i5,4,1.6,3.9,ddr3,8,0,256,intel,1700,300,1100,led ips,12.3,1920,1280,100,1.2,windows pro 10.00,47,1433
hp,intel,i7,6,2.6,4.5,ddr4,16,1000,256,nvidia,6144,960,1200,led ips,17.3,1920,1080,90,2.92,windows home 10.00,70,1438
hp,intel,i5,4,1.6,3.9,ddr4,16,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1,windows pro 10.00,56,1468.5
hp,intel,i5,4,2.6,4.6,ddr4,8,0,256,intel,1700,350,1100,led ips,15.6,1920,1080,90,1.79,linux ubuntu 0.00,83,1509
hp,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,4096,1493,1519,led ips,15.6,1920,1080,90,2.09,windows pro 10.00,95.6,1554.5
hp,intel,i7,4,1.8,4,ddr4,8,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,90,1.35,windows pro 10.00,53.2,1574.5
hp,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,4096,1020,1245,led ips,15.6,3840,2160,90,2.17,windows home 10.00,84,1600
hp,intel,i5,4,1.7,4.4,ddr4,8,0,256,intel,1700,300,1150,led ips,14,3840,2160,100,1.32,windows home 10.00,54,1600
hp,intel,i7,6,2.6,4.5,ddr4,16,1000,512,nvidia,6144,960,1200,led ips,15.6,1920,1080,90,2.23,windows home 10.00,69,1650.5
hp,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,4096,1493,1519,led ips,15.6,3840,2160,100,2.26,windows pro 10.00,95.6,1742
hp,intel,i7,8,2.3,5.1,ddr4,32,0,1024,nvidia,8192,1140,1380,led ips,17.3,1920,1080,90,2.14,windows pro 10.00,91.24,1800
hp,intel,i5,4,2.5,4.3,ddr4,16,0,256,nvidia,4096,1500,1690,led ips,15.6,1920,1080,60,2.6,windows pro 10.00,90,1810
hp,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,8192,885,1185,led ips,15.6,1920,1080,100,2.35,windows home 10.00,72,1920
hp,intel,i7,6,2.6,4.3,ddr4,32,1000,1024,nvidia,4096,1557,1607,led ips,15.6,1920,1080,0,2.63,windows pro 10.00,90,2000
hp,intel,i5,4,2.6,4.6,ddr4,16,0,256,nvidia,8192,1080,1285,led ips,15.6,1920,1080,90,2.02,linux ubuntu 0.00,83,2262.5
hp,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,4096,1500,1690,led ips,17.3,1920,1080,90,3.2,windows pro 10.00,95.6,2268.5
hp,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,8192,885,1185,oled,15.6,3840,2160,100,2.35,windows home 10.00,72,2500
hp,intel,i7,6,2.6,4.5,ddr4,16,0,512,intel,1700,350,1150,led ips,15.6,1920,1080,60,2.6,windows pro 10.00,90,2560.5
