producer, processor prod, processor model, cores, core base speed (GHz), ram type, ram cap (GB), ssd (GB), hdd (GB), gpu prod, gpu size (MB), screen type, screen size (inch), weight (kg), os, price(USD)
hp,intel, i5, 4, 1.6,ddr4, 8,0,128,intel, 1700,led ips, 14.0,1.41,windows home 10.00,1225.0
hp,intel, i3, 2, 2.1,ddr4, 4,0,128,intel, 1700,led tn, 14.0,1.43,windows home 10.00,1011.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.45,windows home 10.00,1260.5
hp,intel, i5, 4, 1.6,ddr4, 16,0,128,intel, 1700,led ips, 13.3,1.32,no os  0.00,1250.5
hp,intel, i5, 4, 1.6,ddr4, 8,0,128,intel, 1700,led ips, 14.0,1.32,no os  0.00,1688.5
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.35,windows pro 10.00,1164.5
hp,intel, i7, 6, 1.1,ddr4, 8,0,128,intel, 1700,led ips, 15.6,1.76,no os  0.00,1429.0
hp,amd, ryzen 5, 6, 3.0,ddr4, 8,0,256,nvidia, 4096,led ips, 15.6,1.98,windows home 10.00,650.5
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.31,windows pro 10.00,1319.0
hp,intel, i7, 4, 1.8,ddr4, 12,0,256,intel, 1700,led ips, 15.6,1.85,windows pro 10.00,900.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,128,intel, 1700,led ips, 15.6,1.76,no os  0.00,1188.5
hp,intel, i7, 6, 2.6,ddr4, 16,1000,512,nvidia, 6144,led ips, 15.6,2.23,windows home 10.00,1650.5
hp,intel, i3, 2, 2.2,ddr4, 8,1000,0,intel, 1700,led ips, 15.6,1.98,windows home 10.00,685.5
hp,intel, i7, 8, 2.3,ddr4, 16,0,512,nvidia, 8192,led ips, 17.3,2.14,no os  0.00,1699.5
hp,intel, i5, 4, 2.6,ddr4, 16,0,256,nvidia, 8192,led ips, 15.6,2.02,linux ubuntu 0.00,2106.0
hp,amd, ryzen 5, 6, 2.1,ddr4, 16,0,512,amd, 2048,led ips, 13.3,1.36,windows pro 10.00,1056.5
hp,amd, ryzen 3, 4, 2.5,ddr4, 4,0,128,amd, 2048,led ips, 14.0,1.47,no os  0.00,931.0
hp,amd, ryzen 3, 4, 2.5,ddr4, 4,0,128,amd, 2048,led ips, 15.6,1.77,no os  0.00,874.5
hp,intel, i7, 6, 2.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.79,windows pro 10.00,1218.0
hp,intel, i3, 2, 2.1,ddr4, 8,0,128,intel, 1700,led ips, 13.5,1.33,chrome os  0.00,1007.0
hp,intel, i3, 2, 2.1,ddr4, 8,0,0,intel, 1700,led ips, 14.0,1.65,chrome os  0.00,475.5
hp,intel, i5, 4, 1.0,ddr4, 8,1000,0,intel, 8192,led tn, 14.0,1.6,windows home 10.00,550.5
hp,intel, i5, 4, 2.5,ddr4, 8,0,256,intel, 1700,led ips, 15.6,2.42,no os  0.00,1386.5
hp,intel, i5, 4, 2.5,ddr4, 8,0,256,intel, 1700,led ips, 17.3,2.96,no os  0.00,1050.5
hp,intel, i5, 4, 2.5,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.92,no os  0.00,1161.5
hp,amd, ryzen 5, 6, 2.3,ddr4, 16,0,256,amd, 2048,led ips, 15.6,1.75,windows home 10.00,487.5
hp,intel, i5, 4, 2.4,ddr4, 8,1000,128,intel, 8192,led ips, 17.3,2.73,windows home 10.00,700.0
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led tn, 14.0,1.54,windows home 10.00,500.0
hp,intel, i3, 2, 3.0,ddr4, 8,0,256,intel, 8192,led tn, 14.0,1.47,windows home 10.00,380.5
hp,intel, i7, 4, 2.8,ddr4, 16,0,256,intel, 8192,led ips, 15.6,1.92,windows home 10.00,1350.5
hp,intel, i5, 4, 2.4,ddr4, 8,0,128,intel, 8192,led tn, 15.6,1.92,windows home 10.00,500.0
hp,intel, i3, 2, 3.0,ddr4, 8,0,128,intel, 8192,led tn, 14.0,1.61,windows home 10.00,499.5
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 13.5,1.36,windows home 10.00,1000.0
hp,intel, i7, 4, 2.8,ddr4, 16,0,512,intel, 8192,led ips, 13.3,1.32,windows home 10.00,925.0
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 13.3,1.27,windows home 10.00,830.0
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.97,windows home 10.00,710.0
hp,intel, i5, 4, 2.4,ddr4, 8,0,128,intel, 8192,led tn, 15.6,1.75,windows home 10.00,430.0
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 13.3,1.31,windows home 10.00,636.0
hp,intel, i7, 4, 2.8,ddr4, 16,0,256,intel, 8192,led ips, 15.6,1.7,windows home 10.00,690.5
hp,intel, i7, 4, 2.8,ddr4, 8,1000,0,intel, 8192,led tn, 17.3,2.38,windows home 10.00,550.5
hp,intel, i7, 4, 2.8,ddr4, 12,1000,128,intel, 8192,led ips, 17.3,2.78,windows home 10.00,1699.5
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 13.3,1.24,windows home 10.00,520.0
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 13.3,1.28,windows pro 10.00,1169.5
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.37,windows pro 10.00,1062.5
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.74,windows pro 10.00,1187.5
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.74,windows pro 10.00,857.5
hp,intel, i3, 2, 3.0,ddr4, 4,0,256,intel, 8192,led ips, 14.0,1.38,windows pro 10.00,728.0
hp,intel, i3, 2, 3.0,ddr4, 4,0,256,intel, 8192,led ips, 13.3,1.27,windows pro 10.00,734.0
hp,amd, ryzen 5, 6, 2.3,ddr4, 12,0,256,amd, 2048,led tn, 17.3,2.38,windows home 10.00,517.0
hp,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,amd, 2048,led ips, 13.3,0.99,windows pro 10.00,956.5
hp,intel, i5, 4, 2.4,ddr4, 12,0,256,intel, 8192,led tn, 15.6,1.75,windows home 10.00,460.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.3,windows home 10.00,1040.0
lenovo,intel, i7, 4, 2.8,ddr4, 32,0,256,nvidia, 2048,led ips, 17.3,3.4,windows pro 10.00,2199.5
lenovo,intel, i7, 4, 2.8,ddr4, 16,0,512,nvidia, 2048,led ips, 15.6,2.0,windows home 10.00,1730.0
lenovo,intel, i7, 4, 1.8,ddr4, 8,0,256,intel, 1700,led ips, 13.9,1.37,windows home 10.00,950.5
lenovo,intel, i5, 2, 2.5,ddr4, 8,0,128,intel, 1700,led ips, 12.5,1.18,windows home 10.00,967.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,128,intel, 1700,led ips, 14.0,1.32,windows pro 10.00,844.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.46,windows pro 10.00,905.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.12,windows home 10.00,999.5
lenovo,intel, i3, 2, 2.2,ddr4, 4,0,128,intel, 1700,led tn, 15.6,2.02,windows home 10.00,529.0
lenovo,intel, i7, 6, 2.2,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.9,windows pro 10.00,2499.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.89,windows home 10.00,1408.0
lenovo,intel, i7, 4, 1.8,ddr4, 12,0,256,intel, 1700,led ips, 13.9,1.38,windows home 10.00,1049.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.1,windows home 10.00,949.0
lenovo,intel, i7, 4, 1.8,ddr4, 8,500,0,intel, 1700,led ips, 14.0,1.75,windows pro 10.00,982.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,2.12,windows pro 10.00,850.0
lenovo,intel, i3, 2, 2.1,ddr4, 8,0,128,intel, 1700,led tn, 15.6,1.8,windows home 10.00,765.5
lenovo,intel, i7, 4, 1.9,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.28,windows pro 10.00,779.5
lenovo,intel, i7, 4, 1.9,ddr4, 16,0,256,intel, 1700,led ips, 13.3,1.29,windows pro 10.00,881.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led tn, 14.0,1.55,windows pro 10.00,764.5
lenovo,intel, i5, 4, 1.6,ddr4, 16,0,256,intel, 1700,led ips, 14.0,1.49,windows pro 10.00,750.5
lenovo,intel, i7, 4, 1.8,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.75,windows pro 10.00,800.0
lenovo,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led tn, 15.6,1.8,windows home 10.00,579.5
lenovo,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led tn, 15.6,2.1,windows pro 10.00,500.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.52,windows home 10.00,988.5
lenovo,intel, i7, 4, 1.8,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.34,windows pro 10.00,900.0
lenovo,intel, i7, 6, 2.3,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,1.74,windows pro 10.00,1445.0
lenovo,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.65,windows home 10.00,629.0
lenovo,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.57,windows pro 10.00,795.5
lenovo,intel, i5, 4, 2.4,ddr4, 8,0,256,nvidia, 4096,led ips, 15.6,2.19,windows home 10.00,592.5
lenovo,intel, i7, 6, 2.6,ddr4, 8,0,512,nvidia, 4096,led ips, 17.3,2.8,windows home 10.00,980.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.69,windows pro 10.00,595.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,2.03,windows pro 10.00,968.5
lenovo,intel, i7, 6, 2.6,ddr4, 16,1000,256,nvidia, 6144,led ips, 15.6,2.35,windows home 10.00,1120.0
lenovo,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,led ips, 15.6,2.2,windows home 10.00,1164.5
lenovo,intel, i7, 6, 2.6,ddr4, 16,1000,512,nvidia, 6144,led ips, 15.6,2.2,windows home 10.00,1100.0
lenovo,intel, i7, 6, 2.6,ddr4, 8,1000,256,nvidia, 4096,led ips, 17.3,2.8,windows home 10.00,1100.0
lenovo,amd, ryzen 5, 4, 2.1,ddr4, 8,0,512,amd, 2048,led ips, 14.0,1.27,windows pro 10.00,650.5
lenovo,intel, i7, 4, 1.8,ddr4, 8,0,256,nvidia, 2048,led ips, 15.6,1.75,windows pro 10.00,1199.5
lenovo,intel, i7, 6, 2.3,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,1.72,windows pro 10.00,1600.0
lenovo,intel, i7, 6, 2.6,ddr4, 16,1000,512,nvidia, 6144,led ips, 15.6,2.3,windows home 10.00,1176.5
lenovo,intel, i5, 4, 1.6,ddr3, 8,0,256,intel, 1700,led ips, 14.0,1.36,windows pro 10.00,900.0
lenovo,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.45,windows pro 10.00,1849.0
lenovo,intel, i5, 4, 1.6,ddr4, 16,0,128,nvidia, 2048,led ips, 14.0,1.47,windows pro 10.00,910.0
lenovo,intel, i7, 6, 2.6,ddr4, 16,1000,256,nvidia, 6144,led ips, 17.3,2.8,windows home 10.00,1453.5
lenovo,intel, i7, 4, 1.8,ddr4, 12,0,1024,nvidia, 2048,led ips, 14.0,1.63,windows home 10.00,871.5
lenovo,intel, i5, 4, 1.6,ddr3, 8,0,256,intel, 1700,led ips, 13.3,1.3,windows home 10.00,529.0
lenovo,intel, i5, 4, 1.6,ddr3, 8,0,512,intel, 1700,led ips, 14.0,1.36,windows pro 10.00,1079.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.55,windows pro 10.00,1100.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.09,windows pro 10.00,760.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.28,windows pro 10.00,1369.5
lenovo,intel, i3, 2, 1.2,ddr4, 12,0,256,intel, 8192,led tn, 15.6,1.8,windows home 10.00,560.5
lenovo,intel, i3, 2, 2.1,ddr4, 4,500,0,intel, 1700,led ips, 14.0,1.77,windows pro 10.00,617.0
lenovo,intel, i3, 2, 2.1,ddr4, 8,1000,0,intel, 1700,led ips, 15.6,1.9,windows pro 10.00,668.5
lenovo,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.0,windows home 10.00,1200.0
lenovo,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 4096,led ips, 15.6,1.9,windows home 10.00,1448.0
lenovo,intel, i7, 6, 2.6,ddr4, 8,1000,0,nvidia, 4096,led ips, 17.3,3.4,windows pro 10.00,1508.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.25,windows home 10.00,600.0
lenovo,intel, i7, 4, 1.3,ddr4, 12,0,256,intel, 8192,led ips, 14.0,1.35,windows home 10.00,957.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,512,intel, 1700,led ips, 14.0,1.4,windows home 10.00,607.0
lenovo,intel, i5, 4, 1.6,ddr4, 12,0,256,intel, 1700,led ips, 15.6,1.9,windows home 10.00,800.0
lenovo,intel, i3, 2, 1.2,ddr4, 4,0,128,intel, 8192,led tn, 15.6,1.85,windows home 10.00,319.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.38,windows pro 10.00,694.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.43,windows home 10.00,730.0
lenovo,amd, ryzen 3, 2, 2.6,ddr4, 8,0,256,amd, 2048,led ips, 15.6,1.85,windows home 10.00,484.5
lenovo,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.5,windows pro 10.00,725.0
lenovo,intel, i5, 4, 1.6,ddr3, 8,0,256,intel, 1700,led ips, 14.0,1.09,windows pro 10.00,950.5
lenovo,intel, i5, 4, 1.6,ddr3, 8,0,256,intel, 1700,led ips, 14.0,1.36,windows pro 10.00,1329.0
lenovo,intel, i5, 4, 1.0,ddr4, 16,0,512,intel, 8192,led ips, 15.6,1.6,windows home 10.00,972.0
lenovo,intel, i7, 4, 1.8,ddr4, 8,0,512,intel, 1700,led ips, 15.6,1.8,windows pro 10.00,1000.0
lenovo,intel, i3, 2, 1.2,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.6,windows home 10.00,499.5
lenovo,intel, i5, 4, 1.6,ddr4, 16,0,512,intel, 1700,led ips, 15.6,1.89,windows pro 10.00,900.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.29,windows pro 10.00,807.0
lenovo,intel, i5, 4, 1.0,ddr4, 16,0,256,intel, 8192,led ips, 15.6,1.8,windows pro 10.00,760.5
lenovo,amd, ryzen 3, 2, 2.6,ddr4, 8,1000,0,amd, 2048,led tn, 14.0,1.6,windows home 10.00,439.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.5,windows pro 10.00,650.5
lenovo,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led tn, 14.0,1.6,windows home 10.00,576.5
lenovo,amd, ryzen 3, 2, 2.6,ddr4, 4,0,128,amd, 2048,led tn, 15.6,1.85,windows home 10.00,341.0
lenovo,intel, i5, 4, 2.5,ddr4, 8,0,256,nvidia, 6144,led ips, 15.6,2.25,windows home 10.00,1230.0
lenovo,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 17.3,2.98,windows home 10.00,999.5
lenovo,intel, i7, 6, 2.6,ddr4, 8,1000,256,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,807.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.49,windows pro 10.00,949.0
lenovo,intel, i5, 4, 1.6,ddr4, 16,0,512,intel, 1700,led ips, 14.0,1.61,windows pro 10.00,900.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,nvidia, 2048,led ips, 15.6,1.75,windows pro 10.00,1149.0
lenovo,intel, i7, 4, 1.8,ddr4, 8,0,256,nvidia, 2048,led ips, 14.0,1.47,windows pro 10.00,1109.0
lenovo,intel, i5, 4, 2.5,ddr4, 8,0,256,nvidia, 4096,led ips, 15.6,2.2,windows home 10.00,720.0
lenovo,amd, ryzen 3, 4, 2.7,ddr4, 4,0,128,amd, 2048,led ips, 14.0,1.5,windows home 10.00,349.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.73,windows pro 10.00,891.5
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.98,windows pro 10.00,839.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.25,windows pro 10.00,1136.0
lenovo,amd, ryzen 5, 6, 2.3,ddr4, 8,0,512,amd, 2048,led tn, 15.6,1.66,windows home 10.00,579.5
lenovo,intel, i3, 2, 1.2,ddr4, 8,0,128,intel, 8192,led ips, 15.6,1.8,windows home 10.00,550.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.0,1.17,windows home 10.00,707.0
lenovo,amd, ryzen 5, 6, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.55,windows pro 10.00,859.5
lenovo,amd, ryzen 5, 6, 2.1,ddr4, 8,0,512,amd, 2048,led ips, 14.0,1.35,windows pro 10.00,900.0
lenovo,amd, ryzen 7, 8, 2.0,ddr4, 8,0,512,amd, 2048,led tn, 17.3,2.2,windows home 10.00,679.5
lenovo,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,amd, 2048,led ips, 15.6,1.7,windows pro 10.00,706.0
lenovo,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,amd, 2048,led tn, 15.6,1.7,windows home 10.00,629.0
lenovo,intel, i3, 2, 1.2,ddr4, 8,0,256,intel, 8192,led tn, 15.6,1.85,windows home 10.00,387.5
lenovo,amd, ryzen 5, 6, 3.0,ddr4, 8,0,128,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,760.5
lenovo,intel, i7, 4, 1.8,ddr4, 8,0,512,nvidia, 2048,led ips, 15.6,2.0,windows home 10.00,845.0
lenovo,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led tn, 15.6,1.8,windows home 10.00,607.0
lenovo,intel, i7, 4, 1.3,ddr4, 16,0,512,intel, 8192,led ips, 14.0,1.25,windows home 10.00,1028.0
lenovo,intel, i5, 4, 2.5,ddr4, 16,0,1024,nvidia, 4096,led ips, 15.6,1.95,windows home 10.00,860.5
lenovo,amd, ryzen 5, 6, 2.3,ddr4, 4,1000,0,amd, 2048,led ips, 14.0,1.6,windows pro 10.00,500.0
lenovo,intel, i3, 2, 1.2,ddr4, 4,0,128,intel, 8192,led ips, 14.0,1.5,windows home 10.00,510.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.4,windows pro 10.00,700.0
lenovo,intel, i7, 4, 1.3,ddr4, 12,0,512,intel, 8192,led ips, 14.0,1.55,windows home 10.00,770.5
lenovo,amd, ryzen 3, 4, 2.7,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.64,windows pro 10.00,601.0
lenovo,intel, i3, 2, 2.1,ddr4, 8,0,256,intel, 1700,led tn, 17.3,2.2,windows home 10.00,520.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.65,windows home 10.00,729.0
lenovo,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 17.3,3.5,windows pro 10.00,1659.5
lenovo,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.74,windows pro 10.00,1709.0
lenovo,amd, ryzen 7, 4, 2.3,ddr4, 12,1000,128,amd, 2048,led tn, 17.3,2.2,windows home 10.00,699.5
lenovo,intel, i5, 4, 2.5,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.07,windows pro 10.00,1439.0
lenovo,amd, ryzen 5, 6, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 13.3,1.29,windows pro 10.00,1028.0
lenovo,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,1.8,windows pro 10.00,1799.5
lenovo,intel, i7, 6, 2.6,ddr4, 8,0,256,nvidia, 4096,led ips, 15.6,1.81,windows home 10.00,1280.5
lenovo,amd, ryzen 7, 8, 2.9,ddr4, 8,0,512,nvidia, 4096,led ips, 15.6,2.2,windows home 10.00,830.0
lenovo,intel, i7, 4, 1.8,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.34,windows pro 10.00,749.0
lenovo,intel, i5, 4, 1.6,ddr4, 16,0,512,intel, 1700,led ips, 13.3,1.4,windows home 10.00,684.5
lenovo,intel, i5, 4, 2.5,ddr4, 8,0,256,intel, 1700,led ips, 15.6,2.07,windows pro 10.00,1209.0
lenovo,intel, i3, 2, 1.2,ddr4, 8,0,128,intel, 8192,led tn, 15.6,1.85,windows pro 10.00,380.5
lenovo,intel, i3, 2, 2.1,ddr4, 4,0,64,intel, 1700,led ips, 13.3,1.5,chrome os  0.00,405.0
lenovo,intel, i7, 6, 2.7,ddr4, 16,0,512,nvidia, 8192,led ips, 15.6,2.74,windows pro 10.00,1839.0
lenovo,amd, ryzen 5, 6, 3.0,ddr4, 8,0,256,nvidia, 6144,led ips, 17.3,2.98,windows home 10.00,1150.5
lenovo,amd, ryzen 7, 8, 1.7,ddr4, 8,0,256,amd, 2048,led ips, 15.6,1.98,windows pro 10.00,880.5
lenovo,amd, ryzen 3, 4, 2.5,ddr4, 4,0,256,amd, 2048,led tn, 14.0,1.61,windows pro 10.00,740.0
lenovo,intel, i5, 5, 1.4,ddr4, 8,0,256,intel, 8192,oled, 13.3,1.0,windows home 10.00,2498.5
lenovo,intel, i5, 4, 2.5,ddr4, 16,0,256,nvidia, 4096,led ips, 15.6,1.9,windows home 10.00,1477.5
lenovo,intel, i7, 4, 1.3,ddr4, 16,0,512,intel, 8192,led ips, 15.6,1.85,windows home 10.00,799.5
lenovo,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 13.3,1.28,windows pro 10.00,1073.5
lenovo,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 13.3,1.26,windows pro 10.00,849.0
lenovo,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.27,windows pro 10.00,695.5
lenovo,intel, i5, 4, 2.4,ddr4, 16,0,512,intel, 8192,led ips, 14.0,1.2,windows home 10.00,1358.5
lenovo,intel, i3, 2, 3.0,ddr4, 8,0,128,intel, 8192,led ips, 14.0,1.39,windows home 10.00,570.5
lenovo,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.44,windows home 10.00,1400.0
lenovo,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,amd, 2048,led ips, 13.3,1.36,windows home 10.00,700.0
lenovo,intel, i7, 6, 2.6,ddr4, 12,0,512,nvidia, 4096,led ips, 15.6,2.0,windows home 10.00,1440.0
lenovo,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.68,windows pro 10.00,1120.0
lenovo,intel, i3, 2, 1.2,ddr4, 8,0,256,intel, 8192,led tn, 17.3,2.2,windows home 10.00,539.0
lenovo,intel, i5, 4, 2.4,ddr4, 12,0,512,intel, 8192,led ips, 14.0,1.4,windows home 10.00,799.5
lenovo,amd, ryzen 5, 4, 2.1,ddr4, 8,1000,0,amd, 2048,led tn, 15.6,2.1,windows home 10.00,539.0
lenovo,intel, i7, 4, 1.8,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.99,windows pro 10.00,1051.5
lenovo,amd, ryzen 7, 8, 2.0,ddr4, 8,0,512,amd, 2048,led ips, 15.6,1.7,windows pro 10.00,1119.0
lenovo,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.5,windows home 10.00,587.5
lenovo,amd, ryzen 7, 8, 1.7,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.47,windows pro 10.00,1029.0
lenovo,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.9,windows home 10.00,749.0
lenovo,intel, i3, 2, 3.0,ddr4, 4,0,1024,intel, 8192,led ips, 14.0,1.64,windows pro 10.00,600.0
lenovo,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 13.3,1.43,windows pro 10.00,1149.0
lenovo,intel, i3, 2, 3.0,ddr4, 4,0,256,intel, 8192,led ips, 13.3,1.38,windows home 10.00,1059.5
lenovo,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.7,windows pro 10.00,805.0
lenovo,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.5,windows pro 10.00,866.5
lenovo,intel, i7, 4, 1.9,ddr4, 16,0,1024,nvidia, 2048,led ips, 15.6,1.75,windows pro 10.00,1599.5
lenovo,intel, i5, 4, 1.8,ddr4, 8,0,256,intel, 8192,led ips, 13.0,1.03,windows pro 10.00,1721.0
lenovo,intel, i7, 4, 3.0,ddr4, 16,0,1024,intel, 8192,led ips, 14.0,1.44,windows home 10.00,1600.0
lenovo,intel, i5, 4, 2.4,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.7,windows pro 10.00,707.0
lg,intel, i7, 4, 1.8,ddr4, 16,0,1024,intel, 1700,led ips, 15.6,1.1,windows home 10.00,1990.5
lg,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,0.99,windows home 10.00,1289.5
lg,intel, i7, 4, 1.8,ddr4, 16,0,512,intel, 1700,led ips, 17.0,1.34,windows pro 10.00,1880.5
lg,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,0.96,windows home 10.00,849.0
lg,intel, i7, 4, 1.8,ddr4, 16,0,256,intel, 1700,led ips, 13.3,0.96,windows home 10.00,1400.0
lg,intel, i7, 4, 1.3,ddr4, 16,0,512,intel, 8192,led ips, 17.0,1.35,windows home 10.00,1339.0
lg,intel, i5, 4, 1.2,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.0,windows home 10.00,850.5
lg,intel, i7, 4, 1.8,ddr4, 16,0,1024,intel, 1700,led ips, 14.0,1.15,windows home 10.00,1297.5
