producer, processor prod, processor model, cores, core base speed (GHz), ram type, ram cap (GB), ssd (GB), hdd (GB), gpu prod, gpu size (MB), screen type, screen size (inch), weight (kg), os, price(USD)
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 8192,led ips, 15.6,2.0,windows pro 10.00,1999.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 15.6,2.0,windows home 10.00,1400.0
asus,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 4096,led ips, 15.6,2.3,windows home 10.00,580.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 8192,led ips, 17.3,2.7,windows home 10.00,3399.5
asus,amd, ryzen 7, 4, 2.3,ddr4, 8,0,256,nvidia, 6144,led ips, 15.6,2.3,windows home 10.00,1199.5
asus,intel, i7, 6, 2.6,ddr4, 8,0,512,nvidia, 4096,led ips, 15.6,2.4,windows home 10.00,900.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 15.6,1.9,windows pro 10.00,1449.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 8192,led ips, 15.6,2.57,windows pro 10.00,1598.5
asus,intel, i5, 4, 1.6,ddr3, 8,0,256,intel, 1700,led ips, 14.0,1.45,windows home 10.00,877.5
asus,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led tn, 15.6,1.59,windows home 10.00,499.5
asus,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.8,windows home 10.00,748.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,led ips, 15.6,2.4,windows home 10.00,1879.5
asus,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.6,windows home 10.00,550.5
asus,intel, i5, 4, 1.6,ddr4, 8,0,512,intel, 1700,led ips, 15.6,1.8,windows home 10.00,755.5
asus,intel, i3, 2, 2.1,ddr4, 8,0,128,intel, 1700,led ips, 15.6,1.59,windows home 10.00,668.5
asus,amd, ryzen 7, 4, 2.3,ddr4, 8,0,512,nvidia, 4096,led ips, 17.3,2.75,windows home 10.00,2529.0
asus,amd, ryzen 7, 4, 2.3,ddr4, 16,0,512,nvidia, 6144,led ips, 15.6,2.3,windows home 10.00,1107.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 17.3,2.85,windows home 10.00,1228.0
asus,intel, i7, 6, 2.6,ddr4, 8,0,512,nvidia, 4096,led ips, 15.6,2.4,windows home 10.00,899.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,led ips, 15.6,1.9,windows home 10.00,1500.0
asus,intel, i7, 6, 2.6,ddr4, 48,0,1024,nvidia, 16384,led ips, 15.6,1.95,windows pro 10.00,3891.5
asus,intel, i7, 6, 2.6,ddr4, 16,1000,256,nvidia, 4096,led ips, 15.6,2.14,windows home 10.00,1479.5
asus,intel, i7, 4, 1.8,ddr4, 12,0,256,intel, 1700,led ips, 15.6,1.7,windows home 10.00,1124.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,oled, 15.6,2.5,windows pro 10.00,2219.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 8192,led ips, 15.6,1.9,windows home 10.00,1690.5
asus,intel, i5, 4, 1.6,ddr3, 8,0,512,intel, 1700,led ips, 13.3,1.12,windows home 10.00,998.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 8192,led ips, 15.6,2.1,windows home 10.00,2998.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 8,0,512,nvidia, 6144,led ips, 15.6,2.3,windows home 10.00,900.0
asus,intel, i5, 4, 2.4,ddr4, 8,0,512,intel, 8192,led ips, 13.3,1.18,windows home 10.00,665.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,led ips, 17.0,2.39,windows pro 10.00,1999.5
asus,intel, i5, 4, 1.6,ddr4, 12,0,256,intel, 1700,led ips, 15.6,1.9,windows home 10.00,799.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,1024,nvidia, 2048,led ips, 14.0,1.5,windows pro 10.00,1445.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,oled, 15.6,2.5,windows pro 10.00,2269.5
asus,intel, i5, 4, 1.6,ddr4, 8,0,512,intel, 1700,led ips, 14.0,1.23,windows pro 10.00,1152.5
asus,intel, i7, 4, 1.8,ddr3, 16,0,512,nvidia, 2048,led ips, 14.0,1.26,windows home 10.00,1156.5
asus,amd, ryzen 5, 4, 2.1,ddr4, 8,0,512,amd, 2048,led tn, 15.6,1.7,windows home 10.00,599.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,1.65,windows home 10.00,1149.0
asus,amd, ryzen 7, 8, 2.9,ddr4, 8,0,512,nvidia, 6144,led ips, 15.6,2.3,windows home 10.00,999.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 16,0,1024,nvidia, 6144,led ips, 17.3,2.58,windows home 10.00,1099.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 16,0,512,nvidia, 6144,led ips, 15.6,2.1,windows pro 10.00,1330.0
asus,intel, i7, 8, 2.3,ddr4, 16,0,1024,nvidia, 8192,led ips, 15.6,2.57,windows home 10.00,2058.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,1024,nvidia, 8192,led ips, 17.3,2.85,windows pro 10.00,1700.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 8192,led ips, 17.3,2.85,windows home 10.00,1559.5
asus,intel, i7, 6, 2.6,ddr4, 8,0,512,nvidia, 6144,led ips, 17.3,2.85,windows home 10.00,1149.0
asus,intel, i7, 8, 2.3,ddr4, 16,0,1024,nvidia, 8192,led ips, 15.6,2.0,windows home 10.00,2300.0
asus,intel, i7, 4, 1.8,ddr4, 16,1000,128,intel, 1700,led ips, 15.6,1.9,windows home 10.00,1125.0
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,nvidia, 2048,led ips, 14.0,1.15,windows home 10.00,620.0
asus,intel, i3, 2, 1.2,ddr4, 8,0,128,intel, 8192,led ips, 15.6,1.75,windows home 10.00,500.0
asus,amd, ryzen 3, 2, 2.6,ddr4, 8,1000,128,amd, 2048,led ips, 17.3,2.3,windows home 10.00,690.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 8192,led ips, 15.6,1.9,windows home 10.00,1530.0
asus,intel, i7, 4, 1.8,ddr4, 16,0,512,intel, 1700,led ips, 14.0,1.0,windows pro 10.00,1660.5
asus,intel, i5, 4, 1.6,ddr4, 8,0,512,intel, 1700,led ips, 15.6,1.8,windows home 10.00,600.0
asus,intel, i7, 8, 2.3,ddr4, 32,0,8192,nvidia, 8192,led ips, 17.3,2.9,windows home 10.00,101.0
asus,intel, i7, 6, 2.6,ddr4, 32,0,1024,nvidia, 6144,led ips, 15.6,1.98,windows pro 10.00,1999.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,1024,nvidia, 6144,led ips, 17.0,2.39,windows pro 10.00,1999.5
asus,intel, i5, 4, 1.6,ddr4, 8,0,512,nvidia, 2048,led ips, 15.6,1.8,windows home 10.00,700.0
asus,intel, i7, 4, 1.8,ddr3, 16,0,512,intel, 1700,led ips, 13.3,1.27,windows home 10.00,2200.0
asus,amd, ryzen 7, 8, 2.9,ddr4, 24,0,1024,nvidia, 6144,led ips, 15.6,2.1,windows home 10.00,1029.0
asus,intel, i7, 8, 2.3,ddr4, 32,0,2048,nvidia, 8192,led ips, 15.6,2.4,windows home 10.00,3000.0
asus,intel, i7, 8, 2.3,ddr4, 32,0,1024,nvidia, 8192,led ips, 15.6,2.0,windows home 10.00,2508.0
asus,intel, i7, 4, 1.8,ddr4, 8,0,512,intel, 1700,led ips, 14.0,1.5,windows home 10.00,1000.0
asus,intel, i5, 4, 1.0,ddr4, 8,0,512,intel, 8192,led ips, 14.0,1.17,windows home 10.00,749.0
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.5,windows home 10.00,600.0
asus,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led ips, 13.3,1.11,windows home 10.00,799.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,512,nvidia, 2048,led ips, 13.3,1.22,windows home 10.00,1137.0
asus,amd, ryzen 5, 6, 3.0,ddr4, 8,0,512,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,750.5
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,512,amd, 2048,led ips, 15.6,1.8,windows home 10.00,600.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 8192,led ips, 15.6,2.3,windows home 10.00,1399.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,1024,nvidia, 2048,led ips, 15.6,1.8,windows home 10.00,1000.0
asus,intel, i7, 4, 1.8,ddr4, 20,1000,512,intel, 1700,led ips, 17.3,2.3,windows home 10.00,1175.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 8192,led ips, 17.3,2.6,windows home 10.00,2299.5
asus,intel, i5, 4, 1.0,ddr4, 8,0,512,intel, 8192,led ips, 13.3,1.3,windows home 10.00,888.5
asus,intel, i7, 6, 2.6,ddr4, 8,0,512,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,899.5
asus,intel, i3, 2, 1.2,ddr4, 4,0,128,intel, 8192,led ips, 15.6,1.75,windows home 10.00,350.5
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,512,nvidia, 2048,led ips, 14.0,1.15,windows home 10.00,719.0
asus,amd, ryzen 7, 8, 2.9,ddr4, 8,0,512,nvidia, 4096,led ips, 14.0,1.6,windows home 10.00,980.5
asus,amd, ryzen 5, 6, 3.0,ddr4, 32,0,1024,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,1149.0
asus,intel, i5, 4, 1.6,ddr4, 8,0,512,intel, 1700,led ips, 14.0,1.4,windows home 10.00,650.5
asus,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.8,windows home 10.00,600.0
asus,amd, ryzen 7, 8, 2.0,ddr4, 16,0,1024,amd, 2048,led ips, 14.0,1.22,windows pro 10.00,1080.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,1100.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 15.6,1.9,windows home 10.00,1000.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,led ips, 15.6,1.9,windows home 10.00,1650.5
asus,intel, i7, 6, 2.6,ddr4, 16,1000,256,nvidia, 4096,led ips, 15.6,2.0,windows home 10.00,1000.0
asus,intel, i7, 8, 2.3,ddr4, 32,0,1024,nvidia, 8192,led ips, 17.3,2.6,windows home 10.00,2999.5
asus,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,led ips, 13.9,1.35,windows pro 10.00,1699.5
asus,intel, i7, 4, 1.3,ddr4, 16,0,1024,intel, 8192,led ips, 13.9,1.35,windows pro 10.00,1699.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,1024,nvidia, 4096,led ips, 15.6,1.9,windows home 10.00,1400.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 15.6,2.3,windows home 10.00,1199.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 17.3,2.85,windows home 10.00,1499.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,led ips, 17.3,2.6,windows home 10.00,2000.0
asus,amd, ryzen 7, 8, 2.9,ddr4, 16,0,512,nvidia, 6144,led ips, 14.0,1.7,windows home 10.00,1300.0
asus,intel, i5, 4, 1.6,ddr4, 8,0,512,intel, 1700,led ips, 14.0,1.5,windows home 10.00,750.5
asus,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.6,windows home 10.00,800.0
asus,intel, i5, 4, 2.4,ddr4, 8,0,512,intel, 8192,led ips, 14.0,1.4,windows home 10.00,699.5
asus,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,led ips, 15.6,1.8,windows home 10.00,999.5
asus,intel, i5, 4, 2.4,ddr4, 8,0,512,intel, 8192,led ips, 15.6,1.8,windows home 10.00,699.5
asus,intel, i7, 4, 2.8,ddr4, 8,0,512,intel, 8192,led ips, 13.3,1.11,windows home 10.00,899.5
asus,intel, i3, 2, 2.1,ddr4, 8,0,128,intel, 1700,led ips, 14.0,1.18,chrome os  0.00,700.0
asus,amd, ryzen 7, 8, 2.0,ddr4, 16,0,512,amd, 2048,led ips, 15.6,1.7,windows home 10.00,849.0
asus,intel, i5, 4, 2.4,ddr4, 8,0,512,intel, 8192,led ips, 13.3,1.3,windows home 10.00,949.0
asus,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,oled, 13.3,1.2,windows pro 10.00,1550.5
asus,intel, i7, 4, 2.8,ddr4, 8,0,512,intel, 8192,led ips, 14.0,1.17,windows home 10.00,899.5
asus,intel, i7, 4, 1.8,ddr4, 8,1000,256,intel, 1700,led ips, 15.6,1.8,windows home 10.00,800.0
asus,intel, i7, 6, 2.6,ddr4, 32,2000,2048,nvidia, 8192,led ips, 17.3,2.85,windows home 10.00,3599.5
asus,intel, i5, 4, 2.5,ddr4, 8,0,256,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,650.5
asus,intel, i5, 4, 1.0,ddr4, 8,1000,128,intel, 8192,led ips, 17.3,2.3,windows home 10.00,769.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 16,1000,512,nvidia, 4096,led ips, 17.3,2.58,windows home 10.00,1000.0
asus,intel, i5, 4, 2.4,ddr4, 8,0,512,nvidia, 2048,led ips, 15.6,1.7,windows home 10.00,700.0
asus,intel, i5, 4, 1.0,ddr4, 8,0,512,intel, 8192,led ips, 13.3,1.18,windows home 10.00,675.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,512,nvidia, 2048,led ips, 14.0,1.4,windows home 10.00,1170.5
asus,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 4096,led ips, 15.6,2.0,windows pro 10.00,1530.0
asus,intel, i5, 4, 2.4,ddr4, 8,0,512,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,700.0
asus,intel, i7, 4, 2.8,ddr4, 16,0,512,nvidia, 2048,led ips, 14.0,1.18,windows pro 10.00,1200.0
asus,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,led ips, 14.0,0.86,windows pro 10.00,1700.0
asus,intel, i5, 4, 2.4,ddr4, 8,0,512,nvidia, 6144,led ips, 15.6,2.4,windows home 10.00,1521.0
asus,intel, i7, 4, 1.8,ddr4, 16,0,1024,nvidia, 4096,led ips, 15.6,1.9,windows home 10.00,1380.5
asus,intel, i7, 6, 2.6,ddr4, 16,1000,256,nvidia, 4096,led ips, 15.6,2.0,windows pro 10.00,1299.5
asus,amd, ryzen 7, 8, 2.0,ddr4, 8,0,256,nvidia, 2048,led ips, 15.6,1.9,windows home 10.00,840.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,2.1,windows pro 10.00,1478.5
hp,intel, i7, 4, 1.8,ddr4, 16,0,256,intel, 1700,led ips, 13.3,1.25,windows pro 10.00,1549.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.55,windows pro 10.00,1548.0
hp,intel, i5, 4, 1.6,ddr4, 16,0,512,intel, 1700,led ips, 14.0,1.48,windows pro 10.00,1675.5
hp,amd, ryzen 5, 4, 2.0,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.61,windows pro 10.00,1128.0
hp,intel, i3, 2, 2.2,ddr4, 8,1000,0,intel, 1700,led tn, 15.6,1.77,windows home 10.00,624.0
hp,intel, i7, 6, 2.6,ddr4, 8,0,256,nvidia, 2048,led ips, 15.6,2.14,windows pro 10.00,1386.5
hp,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.26,windows pro 10.00,1742.0
hp,intel, i7, 4, 1.8,ddr4, 16,0,512,nvidia, 2048,led ips, 15.6,2.17,windows home 10.00,1955.5
hp,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.17,windows home 10.00,1600.0
hp,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.09,windows pro 10.00,1554.5
hp,intel, i7, 4, 1.8,ddr4, 16,0,512,intel, 1700,led ips, 13.3,1.32,windows home 10.00,1300.0
hp,intel, i5, 4, 1.6,ddr4, 16,0,512,intel, 1700,led ips, 15.6,2.0,windows pro 10.00,1150.5
hp,intel, i7, 4, 1.8,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.49,windows pro 10.00,999.5
hp,intel, i5, 4, 1.6,ddr4, 4,0,128,intel, 1700,led tn, 14.0,1.6,windows pro 10.00,749.0
hp,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.6,windows pro 10.00,699.5
hp,amd, ryzen 7, 4, 2.3,ddr4, 16,0,512,amd, 2048,led ips, 15.6,1.9,windows pro 10.00,999.5
hp,intel, i5, 4, 1.6,ddr4, 8,0,128,intel, 1700,led ips, 14.0,1.68,windows home 10.00,679.5
hp,intel, i7, 4, 1.8,ddr4, 16,0,512,amd, 4096,led ips, 14.0,1.48,windows pro 10.00,1207.0
hp,intel, i7, 4, 1.9,ddr4, 16,0,512,intel, 1700,led ips, 15.6,1.77,windows pro 10.00,1403.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.35,windows pro 10.00,999.5
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.55,windows pro 10.00,1108.0
hp,intel, i7, 4, 1.8,ddr4, 16,0,256,intel, 1700,led ips, 14.0,1.48,windows pro 10.00,1265.5
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.78,windows pro 10.00,1388.5
hp,intel, i5, 4, 2.4,ddr4, 12,1000,128,nvidia, 4096,led ips, 15.6,2.52,windows home 10.00,1099.5
hp,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 8192,led ips, 15.6,2.35,windows home 10.00,1920.0
hp,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 15.6,2.09,windows home 10.00,642.0
hp,intel, i7, 4, 1.8,ddr4, 16,0,256,intel, 1700,led tn, 17.3,2.45,windows home 10.00,1100.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,512,intel, 1700,led tn, 15.6,1.92,windows home 10.00,759.5
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,nvidia, 4096,led ips, 15.6,2.25,windows home 10.00,705.0
hp,intel, i5, 4, 1.6,ddr3, 8,0,256,intel, 1700,led ips, 12.3,1.2,windows pro 10.00,1433.0
hp,intel, i5, 4, 1.6,ddr4, 16,0,256,intel, 1700,led ips, 14.0,1.36,windows pro 10.00,1636.0
hp,intel, i7, 4, 1.9,ddr4, 16,0,512,intel, 1700,led ips, 13.3,1.27,windows pro 10.00,1300.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.95,windows pro 10.00,924.0
hp,amd, ryzen 5, 4, 2.1,ddr4, 12,0,256,amd, 2048,led tn, 17.3,2.55,windows home 10.00,466.5
hp,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 17.3,3.2,windows pro 10.00,2268.5
hp,intel, i7, 6, 2.3,ddr4, 32,0,512,nvidia, 4096,led ips, 15.6,2.6,windows pro 10.00,1550.5
hp,intel, i5, 4, 1.6,ddr4, 16,0,256,intel, 1700,led ips, 15.6,2.4,windows pro 10.00,907.0
hp,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 15.6,1.93,windows home 10.00,626.0
hp,intel, i3, 2, 2.1,ddr4, 8,0,128,intel, 1700,led ips, 13.3,1.3,windows home 10.00,736.0
hp,amd, ryzen 3, 2, 2.6,ddr4, 4,0,128,amd, 2048,led tn, 14.0,1.47,windows home 10.00,367.5
hp,intel, i7, 6, 2.6,ddr4, 16,1000,256,nvidia, 6144,led ips, 17.3,2.92,windows home 10.00,1438.0
hp,amd, ryzen 5, 4, 2.1,ddr4, 8,0,256,nvidia, 3072,led ips, 15.6,2.34,windows home 10.00,942.0
hp,intel, i7, 6, 2.6,ddr4, 16,0,512,intel, 1700,led ips, 17.3,3.2,windows pro 10.00,2827.0
hp,intel, i7, 6, 2.6,ddr4, 16,0,512,intel, 1700,led ips, 15.6,2.6,windows pro 10.00,2560.5
hp,amd, ryzen 3, 4, 2.1,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.51,windows pro 10.00,1039.0
hp,intel, i7, 4, 1.8,ddr4, 16,1000,256,nvidia, 2048,led ips, 17.3,2.78,windows pro 10.00,1122.0
hp,intel, i7, 4, 1.8,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.17,windows home 10.00,895.5
hp,intel, i7, 4, 1.8,ddr4, 8,0,512,intel, 1700,led ips, 15.6,2.05,windows home 10.00,885.5
hp,amd, ryzen 7, 4, 2.3,ddr4, 16,0,512,amd, 2048,led ips, 13.3,1.44,windows pro 10.00,1306.0
hp,intel, i5, 4, 2.4,ddr4, 8,0,256,nvidia, 3072,led ips, 17.3,2.75,windows home 10.00,887.5
hp,intel, i5, 4, 1.6,ddr4, 16,0,256,intel, 1700,led ips, 14.0,1.58,windows home 10.00,700.0
hp,intel, i3, 2, 2.1,ddr4, 8,0,128,intel, 1700,led ips, 13.3,1.0,windows home 10.00,1604.0
hp,intel, i5, 4, 1.6,ddr4, 12,0,256,intel, 1700,led ips, 17.3,2.38,windows home 10.00,682.5
hp,intel, i5, 4, 1.0,ddr4, 12,0,512,intel, 8192,led ips, 15.6,1.93,windows home 10.00,677.5
hp,intel, i7, 4, 1.8,ddr4, 16,0,512,nvidia, 2048,led ips, 15.6,2.18,windows home 10.00,1307.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,512,intel, 1700,led tn, 15.6,1.92,windows home 10.00,656.5
hp,intel, i5, 4, 1.1,ddr4, 8,0,256,intel, 8192,oled, 13.3,1.27,windows home 10.00,875.5
hp,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 8192,oled, 15.6,2.35,windows home 10.00,2500.0
hp,intel, i3, 2, 1.2,ddr4, 4,0,128,intel, 8192,led tn, 14.0,1.47,windows home 10.00,311.0
hp,intel, i3, 2, 2.1,ddr4, 4,0,256,intel, 1700,led tn, 15.6,2.03,windows pro 10.00,701.0
hp,intel, i3, 2, 2.1,ddr4, 4,0,256,intel, 1700,led tn, 14.0,1.61,windows pro 10.00,452.5
hp,intel, i5, 4, 1.6,ddr4, 8,0,512,amd, 2048,led ips, 14.0,1.47,windows home 10.00,764.5
hp,intel, i7, 4, 1.3,ddr4, 8,0,512,intel, 8192,led ips, 13.3,1.17,windows home 10.00,814.0
hp,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.6,windows home 10.00,500.0
hp,intel, i5, 4, 1.0,ddr4, 8,0,512,intel, 8192,led ips, 13.3,1.3,windows home 10.00,772.5
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,amd, 2048,led ips, 17.3,2.36,windows pro 10.00,889.5
hp,intel, i5, 4, 1.0,ddr4, 12,0,256,intel, 8192,led tn, 15.6,1.75,windows home 10.00,510.0
hp,intel, i7, 4, 1.8,ddr4, 8,0,128,intel, 1700,led tn, 15.6,1.77,windows home 10.00,710.0
hp,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led tn, 14.0,1.58,windows home 10.00,612.0
hp,intel, i3, 2, 1.2,ddr4, 8,0,128,intel, 8192,led tn, 14.0,1.61,windows home 10.00,510.0
hp,intel, i5, 4, 2.5,ddr4, 8,0,256,nvidia, 4096,led ips, 17.3,2.75,windows home 10.00,750.5
hp,intel, i3, 2, 2.1,ddr4, 4,0,256,intel, 1700,led tn, 13.3,1.68,windows pro 10.00,701.0
hp,amd, ryzen 5, 4, 2.1,ddr4, 12,0,256,amd, 2048,led tn, 15.6,1.7,windows home 10.00,557.5
hp,intel, i7, 4, 1.3,ddr4, 8,1000,0,intel, 8192,led tn, 17.3,2.46,windows home 10.00,530.0
hp,amd, ryzen 3, 4, 2.7,ddr4, 4,0,256,amd, 2048,led ips, 14.0,1.6,windows pro 10.00,601.0
hp,amd, ryzen 3, 4, 2.7,ddr4, 4,0,256,amd, 2048,led tn, 15.6,2.0,windows pro 10.00,601.0
hp,intel, i3, 2, 1.0,ddr4, 8,0,128,intel, 1700,led tn, 11.6,1.43,windows home 10.00,607.0
hp,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.97,windows home 10.00,737.0
hp,amd, ryzen 5, 6, 2.3,ddr4, 8,0,128,amd, 2048,led ips, 13.3,1.32,windows home 10.00,660.5
hp,intel, i7, 6, 2.6,ddr4, 16,0,256,nvidia, 4096,led ips, 15.6,1.92,windows home 10.00,1270.5
hp,intel, i5, 4, 1.0,ddr4, 8,0,512,nvidia, 2048,led ips, 17.3,2.73,windows home 10.00,760.5
hp,intel, i3, 2, 2.1,ddr4, 8,0,0,intel, 1700,led ips, 14.0,1.65,chrome os  0.00,480.5
hp,intel, i5, 4, 2.5,ddr4, 8,1000,0,nvidia, 4096,led ips, 16.1,2.34,windows home 10.00,670.5
hp,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,amd, 2048,led ips, 15.6,2.0,windows home 10.00,712.0
hp,intel, i7, 6, 2.6,ddr4, 8,0,512,nvidia, 6144,led ips, 15.6,2.39,windows home 10.00,913.0
hp,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,amd, 2048,led ips, 15.6,2.05,windows home 10.00,556.5
hp,intel, i7, 4, 1.3,ddr4, 8,0,256,intel, 8192,led ips, 13.3,1.31,windows home 10.00,760.5
hp,intel, i5, 4, 2.5,ddr4, 8,0,512,nvidia, 6144,led ips, 17.3,2.92,windows home 10.00,1000.0
hp,intel, i5, 4, 2.5,ddr4, 16,0,256,nvidia, 3072,led ips, 15.6,2.23,windows home 10.00,820.0
hp,intel, i5, 4, 1.0,ddr4, 12,0,256,intel, 8192,led tn, 15.6,1.7,windows home 10.00,460.5
hp,intel, i7, 4, 1.2,ddr4, 16,0,256,intel, 1700,led ips, 13.3,1.47,windows home 10.00,1100.0
hp,intel, i7, 4, 1.8,ddr4, 8,0,512,intel, 1700,led ips, 15.6,2.04,windows home 10.00,711.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,128,intel, 1700,led ips, 14.0,1.58,windows home 10.00,699.5
hp,amd, ryzen 3, 4, 2.7,ddr4, 4,0,128,amd, 2048,led ips, 13.3,1.49,windows pro 10.00,701.0
hp,intel, i7, 6, 2.6,ddr4, 16,0,256,nvidia, 4096,led ips, 15.6,2.15,windows home 10.00,1150.5
hp,intel, i5, 4, 2.5,ddr4, 8,0,256,nvidia, 4096,led ips, 15.6,2.36,windows home 10.00,900.0
hp,amd, ryzen 7, 8, 2.9,ddr4, 8,0,512,nvidia, 6144,led ips, 15.6,2.37,windows home 10.00,982.5
hp,intel, i7, 6, 2.6,ddr4, 8,0,512,nvidia, 4096,led ips, 15.6,2.38,windows home 10.00,899.5
